equation_id,equation_title,equation_source_file,equation_line_number,equation_domain_family,wolfram_status,anchor_id,anchor_title,anchor_semantic_kind,anchor_domain_family,anchor_source_file,anchor_line_number,mapping_method,line_distance
ID10959,Phone2 Category Type Theory A11 A12 A21 A22 Quadrants A,_KleisliCategoryNon-DeterministicComputationMonads.txt,253,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,182
ID10960,Phone2 Category Type Theory B11 B12 B21 B22 Quadrants B,_KleisliCategoryNon-DeterministicComputationMonads.txt,254,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,181
ID10961,Phone2 Category Type Theory C11 RecursiveMultiply A11 B11 N2 +,_KleisliCategoryNon-DeterministicComputationMonads.txt,257,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,178
ID10962,Phone2 Category Type Theory C12 RecursiveMultiply A11 B12 N2 +,_KleisliCategoryNon-DeterministicComputationMonads.txt,259,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,176
ID10963,Phone2 Category Type Theory C21 RecursiveMultiply A21 B11 N2 +,_KleisliCategoryNon-DeterministicComputationMonads.txt,261,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,174
ID10964,Phone2 Category Type Theory C22 RecursiveMultiply A21 B12 N2 +,_KleisliCategoryNon-DeterministicComputationMonads.txt,263,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,172
ID10965,Phone2 Category Type Theory L1Size 32KB,_KleisliCategoryNon-DeterministicComputationMonads.txt,280,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,155
ID10966,Phone2 Category Type Theory L2Size 256KB,_KleisliCategoryNon-DeterministicComputationMonads.txt,281,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,154
ID10967,Phone2 Category Type Theory L3Size 8MB,_KleisliCategoryNon-DeterministicComputationMonads.txt,282,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,153
ID10968,Phone2 Category Type Theory WorkingSetSize 3 ChunkSize ElementSize A B C Tiles,_KleisliCategoryNon-DeterministicComputationMonads.txt,285,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,150
ID10969,Phone2 Category Type Theory WorkingSetSize 0,_KleisliCategoryNon-DeterministicComputationMonads.txt,289,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,146
ID10970,Phone2 Category Type Theory ChunkSize 64 Typically Optimal For Double Precision,_KleisliCategoryNon-DeterministicComputationMonads.txt,297,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,138
ID10971,Phone2 Category Type Theory Tree 2 L+1 K + 2 L,_KleisliCategoryNon-DeterministicComputationMonads.txt,312,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,123
ID10972,Phone2 Category Type Theory Left 2 L+1 K,_KleisliCategoryNon-DeterministicComputationMonads.txt,324,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,111
ID10973,Phone2 Category Type Theory Right Left + 2 L,_KleisliCategoryNon-DeterministicComputationMonads.txt,325,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,110
ID10974,Phone2 Category Type Theory Boundary 0 Non-negative Queue Length,_KleisliCategoryNon-DeterministicComputationMonads.txt,365,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,70
ID10975,Phone2 Category Type Theory P Max M 1 - 1 - 1/n D M - 1 - 2/n D M,_KleisliCategoryNon-DeterministicComputationMonads.txt,375,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,60
ID10976,Phone2 Category Type Theory E Max Log N /Log D + O 1,_KleisliCategoryNon-DeterministicComputationMonads.txt,378,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,57
ID10977,Phone2 Category Type Theory P MaxLoad E Max + T N Exp -d T / 2n,_KleisliCategoryNon-DeterministicComputationMonads.txt,381,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,54
ID10978,Phone2 Category Type Theory D Optimal 2 Two-choice Paradigm,_KleisliCategoryNon-DeterministicComputationMonads.txt,385,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,50
ID10979,Phone2 Category Type Theory C I Max E Φ Ball I Bin J - E Φ Ball I Bin K,_KleisliCategoryNon-DeterministicComputationMonads.txt,400,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,35
ID10980,Phone2 Category Type Theory P Wait P Ρ P/ P,_KleisliCategoryNon-DeterministicComputationMonads.txt,415,category_type_theory,wolfram_cleanup_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,20
ID10981,Phone2 Category Type Theory W Avg 1/μ + P Wait/ P Μ 1-ρ,_KleisliCategoryNon-DeterministicComputationMonads.txt,419,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,16
ID10982,Phone2 Category Type Theory P W T P Wait Exp - P Μ 1-ρ T,_KleisliCategoryNon-DeterministicComputationMonads.txt,422,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,13
ID10983,Phone2 Category Type Theory Distribution PDF P T CDF F T Mean W Avg,_KleisliCategoryNon-DeterministicComputationMonads.txt,425,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,10
ID10984,Phone2 Category Type Theory InvariantPreservation I S I In C I,_KleisliCategoryNon-DeterministicComputationMonads.txt,448,category_type_theory,wolfram_rescue_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_prior_same_source,13
ID10985,Phone2 Category Type Theory H Sequence Op 1 T 1 Op 2 T 2,_KleisliCategoryNon-DeterministicComputationMonads.txt,456,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,3
ID10986,Phone2 Category Type Theory VC Thread I Table 0 J 1 NumThreads,_KleisliCategoryNon-DeterministicComputationMonads.txt,477,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,24
ID10987,Phone2 Category Type Theory Safety TotalTasks InitialTasks,_KleisliCategoryNon-DeterministicComputationMonads.txt,526,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,73
ID10988,Phone2 Category Type Theory 1/ 1-f + F/p + Κ Log P Κ Communication Overhead,_KleisliCategoryNon-DeterministicComputationMonads.txt,546,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,93
ID10989,Phone2 Category Type Theory Weights 1/VarianceEstimate,_KleisliCategoryNon-DeterministicComputationMonads.txt,578,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,125
ID10990,Phone2 Category Type Theory ConfidenceLevel 0,_KleisliCategoryNon-DeterministicComputationMonads.txt,579,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,126
ID10991,Phone2 Category Type Theory RotationFunctor Axis E Z Angle Π,AntipodalEntanglementProtocol.txt,30,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,19
ID10992,Phone2 Category Type Theory Functor T,AntipodalEntanglementProtocol.txt,41,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,8
ID10993,Phone2 Category Type Theory Statement SplitArch GPU-Category CPU-Category Perfor,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,304,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,2
ID10994,Phone2 Category Type Theory RuntimeOptions Speed EvaluateSymbolically False,Quantum-Neural Cartographic Functor.txt,176,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID10995,Phone2 Category Type Theory vonNeumannEntropy -Tr Ρ Log Ρ /,Quantum-Neural Cartographic Functor.txt,183,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID10996,Phone2 Category Type Theory Ρ ReducedDensityMatrix Ψ Ψ,Quantum-Neural Cartographic Functor.txt,183,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID10997,Phone2 Category Type Theory I X Text Neural Y Text Measured Leq Log 2 153600 + S,Quantum-Neural Cartographic Functor.txt,662,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID10998,Phone2 Category Type Theory N K K Morphisms IteratedTransformations,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,24,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_026,UniversalInvariant,Invariant,toe_unification,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,421,nearest_same_source,397
ID10999,Phone2 Category Type Theory Morphisms Hom Thread I Thread J WorkPacket Τ Ij,_KleisliCategoryNon-DeterministicComputationMonads.txt,13,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,422
ID11000,Phone2 Category Type Theory Composition Async Hom J K Hom I J Hom I K,_KleisliCategoryNon-DeterministicComputationMonads.txt,15,category_type_theory,wolfram_rescue_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,420
ID11001,Phone2 Category Type Theory CoProduct Δ Split Work,_KleisliCategoryNon-DeterministicComputationMonads.txt,20,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,415
ID11002,Phone2 Category Type Theory Product Μ Merge Results,_KleisliCategoryNon-DeterministicComputationMonads.txt,27,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,408
ID11003,Phone2 Category Type Theory B Bottom,_KleisliCategoryNon-DeterministicComputationMonads.txt,46,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,389
ID11004,Phone2 Category Type Theory Get T Top,_KleisliCategoryNon-DeterministicComputationMonads.txt,46,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,389
ID11005,Phone2 Category Type Theory decrementAndGet T Top,_KleisliCategoryNon-DeterministicComputationMonads.txt,56,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,379
ID11006,Phone2 Category Type Theory T Top,_KleisliCategoryNon-DeterministicComputationMonads.txt,74,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,361
ID11007,Phone2 Category Type Theory Get B Bottom,_KleisliCategoryNon-DeterministicComputationMonads.txt,74,category_type_theory,wolfram_symbolic_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,361
ID11008,Phone2 Category Type Theory Composition G K F Μ B T G F,_KleisliCategoryNon-DeterministicComputationMonads.txt,98,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,337
ID11009,Phone2 Category Type Theory G C C C Threads C,_KleisliCategoryNon-DeterministicComputationMonads.txt,137,category_type_theory,wolfram_rescue_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,298
ID11010,Phone2 Category Type Theory Proof T C F T C T G C,_KleisliCategoryNon-DeterministicComputationMonads.txt,140,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,295
ID11011,Phone2 Category Type Theory TransitionFunction Δ State Action Case,_KleisliCategoryNon-DeterministicComputationMonads.txt,188,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,247
ID11012,Phone2 Category Type Theory Drift Λ - P Μ P Number Of Processors,_KleisliCategoryNon-DeterministicComputationMonads.txt,363,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,72
ID11013,Phone2 Category Type Theory Diffusion Sqrt Λ + P Μ Cv Cv Coefficient Of Variatio,_KleisliCategoryNon-DeterministicComputationMonads.txt,364,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_same_source,71
ID11014,Phone2 Category Type Theory LocalCorrectness Thread I,_KleisliCategoryNon-DeterministicComputationMonads.txt,440,category_type_theory,wolfram_rescue_equation_parse_verified,PHONE2_ANCHOR_053,ParallelCorrectnessProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,nearest_prior_same_source,5
ID11015,Phone2 Category Type Theory Apply Σ S ObservedBehavior H,_KleisliCategoryNon-DeterministicComputationMonads.txt,468,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,15
ID11016,Phone2 Category Type Theory Push I Task,_KleisliCategoryNon-DeterministicComputationMonads.txt,509,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,56
ID11017,Phone2 Category Type Theory Queue Queue EXCEPT,_KleisliCategoryNon-DeterministicComputationMonads.txt,510,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,57
ID11018,Phone2 Category Type Theory I Append Queue I Task,_KleisliCategoryNon-DeterministicComputationMonads.txt,510,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,57
ID11019,Phone2 Category Type Theory Steal I J,_KleisliCategoryNon-DeterministicComputationMonads.txt,512,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,59
ID11020,Phone2 Category Type Theory Fairness WF Vars Next,_KleisliCategoryNon-DeterministicComputationMonads.txt,523,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,70
ID11021,Phone2 Category Type Theory Liveness AllQueuesEmpty,_KleisliCategoryNon-DeterministicComputationMonads.txt,529,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_054,LinearizabilityProof,Proof,category_type_theory,_KleisliCategoryNon-DeterministicComputationMonads.txt,453,nearest_prior_same_source,76
ID11022,Phone2 Category Type Theory Composition AntipodalFunctor,AntipodalEntanglement.txt,102,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,nearest_same_source,12
ID11023,Phone2 Category Type Theory FundamentalHomeomorphismTheorem Module,AntipodalEntanglement.txt,118,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_012,FundamentalHomeomorphismTheorem,Theorem,category_type_theory,AntipodalEntanglement.txt,118,nearest_prior_same_source,0
ID11024,Phone2 Category Type Theory AntipodalEntanglementTopos Module,AntipodalEntanglementProtocol.txt,8,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,41
ID11025,Phone2 Category Type Theory HigherTopos,AntipodalEntanglementProtocol.txt,10,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,39
ID11026,Phone2 Category Type Theory Objects InfinityCategory,AntipodalEntanglementProtocol.txt,11,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,38
ID11027,Phone2 Category Type Theory Source IdFunctor DAANSsphere,AntipodalEntanglementProtocol.txt,27,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,22
ID11028,Phone2 Category Type Theory Target ComposeFunctors,AntipodalEntanglementProtocol.txt,28,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,21
ID11029,Phone2 Category Type Theory Monad Monad,AntipodalEntanglementProtocol.txt,40,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_046,AssociativityProof,Proof,category_type_theory,AntipodalEntanglementProtocol.txt,49,nearest_same_source,9
ID11030,Phone2 Category Type Theory InventionTopos Module,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,8,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_033,Theorem 1 (Precomputed Probability Matrix Convergence),Theorem,computation_protocol,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,40,nearest_same_source,32
ID11031,Phone2 Category Type Theory CategoryTheory Topos,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,10,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_033,Theorem 1 (Precomputed Probability Matrix Convergence),Theorem,computation_protocol,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,40,nearest_same_source,30
ID11032,Phone2 Category Type Theory Morphisms DirectCommunication NaturalTransformation,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,12,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_033,Theorem 1 (Precomputed Probability Matrix Convergence),Theorem,computation_protocol,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,40,nearest_same_source,28
ID11033,Phone2 Category Type Theory ParserMonad StateMonad TokenStream,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,182,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_037,ParserCorrectnessLemma,Lemma,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,175,nearest_prior_same_source,7
ID11034,Phone2 Category Type Theory SplitArchitectureFunctorialityTheorem,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,0
ID11035,Phone2 Category Type Theory GPU Cat Category,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,310,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,8
ID11036,Phone2 Category Type Theory Morphisms DrawCalls StateChanges,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,312,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,10
ID11037,Phone2 Category Type Theory CPU Cat Category,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,315,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,13
ID11038,Phone2 Category Type Theory Morphisms Updates Messages,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,317,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,15
ID11039,Phone2 Category Type Theory Performance Cat Category,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,320,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,18
ID11040,Phone2 Category Type Theory Morphisms Optimizations,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,322,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_023,SplitArchitectureFunctorialityTheorem,Theorem,category_type_theory,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,nearest_prior_same_source,20
