scenario,rho_vac,pressure,pressure_derivative,pressure_gap
unit_critical_density,1.795,0.6320249999999998,1.5899999999999999,0.6320249999999998
unit_critical_density,1.796,0.6336160000000001,1.592,0.6336160000000001
unit_critical_density,1.797,0.6352089999999999,1.5939999999999999,0.6352089999999999
unit_critical_density,1.798,0.636804,1.596,0.636804
unit_critical_density,1.799,0.6384009999999999,1.5979999999999999,0.6384009999999999
unit_critical_density,1.8,0.6400000000000001,1.6,0.6400000000000001
unit_critical_density,1.801,0.6416009999999999,1.6019999999999999,0.6416009999999999
unit_critical_density,1.802,0.6432040000000001,1.604,0.6432040000000001
unit_critical_density,1.803,0.6448089999999999,1.6059999999999999,0.6448089999999999
unit_critical_density,1.804,0.6464160000000001,1.608,0.6464160000000001
unit_critical_density,1.805,0.6480249999999999,1.6099999999999999,0.6480249999999999
unit_critical_density,1.806,0.6496360000000001,1.612,0.6496360000000001
unit_critical_density,1.807,0.6512489999999999,1.6139999999999999,0.6512489999999999
unit_critical_density,1.808,0.6528640000000001,1.616,0.6528640000000001
unit_critical_density,1.809,0.6544809999999999,1.6179999999999999,0.6544809999999999
unit_critical_density,1.81,0.6561000000000001,1.62,0.6561000000000001
unit_critical_density,1.811,0.6577209999999999,1.6219999999999999,0.6577209999999999
unit_critical_density,1.812,0.659344,1.624,0.659344
unit_critical_density,1.813,0.6609689999999999,1.626,0.6609689999999999
unit_critical_density,1.814,0.6625960000000001,1.6280000000000001,0.6625960000000001
unit_critical_density,1.815,0.664225,1.63,0.664225
unit_critical_density,1.816,0.6658560000000001,1.6320000000000001,0.6658560000000001
unit_critical_density,1.817,0.6674889999999999,1.634,0.6674889999999999
unit_critical_density,1.818,0.669124,1.6360000000000001,0.669124
unit_critical_density,1.819,0.6707609999999999,1.638,0.6707609999999999
unit_critical_density,1.82,0.6724000000000001,1.6400000000000001,0.6724000000000001
unit_critical_density,1.821,0.6740409999999999,1.642,0.6740409999999999
unit_critical_density,1.822,0.6756840000000001,1.6440000000000001,0.6756840000000001
unit_critical_density,1.823,0.677329,1.646,0.677329
unit_critical_density,1.824,0.6789760000000001,1.6480000000000001,0.6789760000000001
unit_critical_density,1.825,0.6806249999999999,1.65,0.6806249999999999
unit_critical_density,1.826,0.6822760000000001,1.6520000000000001,0.6822760000000001
unit_critical_density,1.827,0.6839289999999999,1.654,0.6839289999999999
unit_critical_density,1.828,0.6855840000000001,1.6560000000000001,0.6855840000000001
unit_critical_density,1.829,0.6872409999999999,1.658,0.6872409999999999
unit_critical_density,1.83,0.6889000000000001,1.6600000000000001,0.6889000000000001
unit_critical_density,1.831,0.690561,1.662,0.690561
unit_critical_density,1.832,0.6922240000000002,1.6640000000000001,0.6922240000000002
unit_critical_density,1.833,0.693889,1.666,0.693889
unit_critical_density,1.834,0.6955560000000002,1.6680000000000001,0.6955560000000002
unit_critical_density,1.835,0.697225,1.67,0.697225
unit_critical_density,1.836,0.6988960000000001,1.6720000000000002,0.6988960000000001
unit_critical_density,1.837,0.700569,1.674,0.700569
unit_critical_density,1.838,0.7022440000000001,1.6760000000000002,0.7022440000000001
unit_critical_density,1.839,0.7039209999999999,1.678,0.7039209999999999
unit_critical_density,1.84,0.7056000000000001,1.6800000000000002,0.7056000000000001
unit_critical_density,1.841,0.7072809999999999,1.682,0.7072809999999999
unit_critical_density,1.842,0.7089640000000001,1.6840000000000002,0.7089640000000001
unit_critical_density,1.843,0.710649,1.686,0.710649
unit_critical_density,1.844,0.7123360000000002,1.6880000000000002,0.7123360000000002
unit_critical_density,1.845,0.7140249999999999,1.69,0.7140249999999999
unit_critical_density,1.846,0.7157160000000001,1.6920000000000002,0.7157160000000001
unit_critical_density,1.847,0.717409,1.694,0.717409
unit_critical_density,1.848,0.7191040000000002,1.6960000000000002,0.7191040000000002
unit_critical_density,1.849,0.7208009999999999,1.698,0.7208009999999999
unit_critical_density,1.85,0.7225000000000001,1.7000000000000002,0.7225000000000001
unit_critical_density,1.851,0.724201,1.702,0.724201
unit_critical_density,1.852,0.7259040000000001,1.7040000000000002,0.7259040000000001
unit_critical_density,1.853,0.727609,1.706,0.727609
unit_critical_density,1.854,0.7293160000000002,1.7080000000000002,0.7293160000000002
unit_critical_density,1.855,0.7310249999999999,1.71,0.7310249999999999
unit_critical_density,1.856,0.7327360000000002,1.7120000000000002,0.7327360000000002
unit_critical_density,1.857,0.734449,1.714,0.734449
unit_critical_density,1.858,0.7361640000000002,1.7160000000000002,0.7361640000000002
unit_critical_density,1.859,0.737881,1.718,0.737881
unit_critical_density,1.86,0.7396000000000001,1.7200000000000002,0.7396000000000001
unit_critical_density,1.861,0.741321,1.722,0.741321
unit_critical_density,1.862,0.7430440000000001,1.7240000000000002,0.7430440000000001
unit_critical_density,1.863,0.744769,1.726,0.744769
unit_critical_density,1.864,0.7464960000000002,1.7280000000000002,0.7464960000000002
unit_critical_density,1.865,0.748225,1.73,0.748225
unit_critical_density,1.866,0.7499560000000002,1.7320000000000002,0.7499560000000002
unit_critical_density,1.867,0.7516889999999999,1.734,0.7516889999999999
unit_critical_density,1.868,0.7534240000000002,1.7360000000000002,0.7534240000000002
unit_critical_density,1.869,0.755161,1.738,0.755161
unit_critical_density,1.87,0.7569000000000002,1.7400000000000002,0.7569000000000002
unit_critical_density,1.871,0.758641,1.742,0.758641
unit_critical_density,1.872,0.7603840000000002,1.7440000000000002,0.7603840000000002
unit_critical_density,1.873,0.762129,1.746,0.762129
unit_critical_density,1.874,0.7638760000000002,1.7480000000000002,0.7638760000000002
unit_critical_density,1.875,0.765625,1.75,0.765625
unit_critical_density,1.8760000000000001,0.7673760000000002,1.7520000000000002,0.7673760000000002
unit_critical_density,1.877,0.769129,1.754,0.769129
unit_critical_density,1.8780000000000001,0.7708840000000002,1.7560000000000002,0.7708840000000002
unit_critical_density,1.879,0.772641,1.758,0.772641
unit_critical_density,1.8800000000000001,0.7744000000000002,1.7600000000000002,0.7744000000000002
unit_critical_density,1.881,0.776161,1.762,0.776161
unit_critical_density,1.8820000000000001,0.7779240000000002,1.7640000000000002,0.7779240000000002
unit_critical_density,1.883,0.779689,1.766,0.779689
unit_critical_density,1.8840000000000001,0.7814560000000003,1.7680000000000002,0.7814560000000003
unit_critical_density,1.885,0.7832250000000001,1.77,0.7832250000000001
unit_critical_density,1.8860000000000001,0.7849960000000002,1.7720000000000002,0.7849960000000002
unit_critical_density,1.887,0.786769,1.774,0.786769
unit_critical_density,1.8880000000000001,0.7885440000000002,1.7760000000000002,0.7885440000000002
unit_critical_density,1.889,0.790321,1.778,0.790321
unit_critical_density,1.8900000000000001,0.7921000000000002,1.7800000000000002,0.7921000000000002
unit_critical_density,1.891,0.7938810000000001,1.782,0.7938810000000001
unit_critical_density,1.8920000000000001,0.7956640000000003,1.7840000000000003,0.7956640000000003
unit_critical_density,1.893,0.7974490000000001,1.786,0.7974490000000001
unit_critical_density,1.8940000000000001,0.7992360000000003,1.7880000000000003,0.7992360000000003
unit_critical_density,1.895,0.801025,1.79,0.801025
unit_critical_density,1.8960000000000001,0.8028160000000002,1.7920000000000003,0.8028160000000002
unit_critical_density,1.897,0.804609,1.794,0.804609
unit_critical_density,1.8980000000000001,0.8064040000000002,1.7960000000000003,0.8064040000000002
unit_critical_density,1.899,0.8082010000000001,1.798,0.8082010000000001
unit_critical_density,1.9000000000000001,0.8100000000000003,1.8000000000000003,0.8100000000000003
unit_critical_density,1.901,0.811801,1.802,0.811801
unit_critical_density,1.9020000000000001,0.8136040000000002,1.8040000000000003,0.8136040000000002
unit_critical_density,1.903,0.815409,1.806,0.815409
unit_critical_density,1.9040000000000001,0.8172160000000003,1.8080000000000003,0.8172160000000003
unit_critical_density,1.905,0.819025,1.81,0.819025
unit_critical_density,1.9060000000000001,0.8208360000000002,1.8120000000000003,0.8208360000000002
unit_critical_density,1.907,0.8226490000000001,1.814,0.8226490000000001
unit_critical_density,1.9080000000000001,0.8244640000000003,1.8160000000000003,0.8244640000000003
unit_critical_density,1.909,0.826281,1.818,0.826281
unit_critical_density,1.9100000000000001,0.8281000000000003,1.8200000000000003,0.8281000000000003
unit_critical_density,1.911,0.829921,1.822,0.829921
unit_critical_density,1.9120000000000001,0.8317440000000003,1.8240000000000003,0.8317440000000003
unit_critical_density,1.913,0.8335690000000001,1.826,0.8335690000000001
unit_critical_density,1.9140000000000001,0.8353960000000002,1.8280000000000003,0.8353960000000002
unit_critical_density,1.915,0.8372250000000001,1.83,0.8372250000000001
unit_critical_density,1.9160000000000001,0.8390560000000002,1.8320000000000003,0.8390560000000002
unit_critical_density,1.917,0.8408890000000001,1.834,0.8408890000000001
unit_critical_density,1.9180000000000001,0.8427240000000003,1.8360000000000003,0.8427240000000003
unit_critical_density,1.919,0.8445610000000001,1.838,0.8445610000000001
unit_critical_density,1.92,0.8463999999999998,1.8399999999999999,0.8463999999999998
unit_critical_density,1.921,0.848241,1.842,0.848241
unit_critical_density,1.922,0.8500839999999998,1.8439999999999999,0.8500839999999998
unit_critical_density,1.923,0.851929,1.846,0.851929
unit_critical_density,1.924,0.8537759999999999,1.8479999999999999,0.8537759999999999
unit_critical_density,1.925,0.8556250000000001,1.85,0.8556250000000001
unit_critical_density,1.926,0.8574759999999999,1.8519999999999999,0.8574759999999999
unit_critical_density,1.927,0.8593290000000001,1.854,0.8593290000000001
unit_critical_density,1.928,0.8611839999999998,1.8559999999999999,0.8611839999999998
unit_critical_density,1.929,0.8630410000000001,1.858,0.8630410000000001
unit_critical_density,1.93,0.8648999999999999,1.8599999999999999,0.8648999999999999
unit_critical_density,1.931,0.8667610000000001,1.862,0.8667610000000001
unit_critical_density,1.932,0.8686239999999998,1.8639999999999999,0.8686239999999998
unit_critical_density,1.933,0.8704890000000001,1.866,0.8704890000000001
unit_critical_density,1.934,0.8723559999999999,1.8679999999999999,0.8723559999999999
unit_critical_density,1.935,0.8742250000000001,1.87,0.8742250000000001
unit_critical_density,1.936,0.8760959999999999,1.8719999999999999,0.8760959999999999
unit_critical_density,1.937,0.8779690000000001,1.874,0.8779690000000001
unit_critical_density,1.938,0.8798439999999998,1.876,0.8798439999999998
unit_critical_density,1.939,0.8817210000000001,1.8780000000000001,0.8817210000000001
unit_critical_density,1.94,0.8835999999999999,1.88,0.8835999999999999
unit_critical_density,1.941,0.8854810000000001,1.8820000000000001,0.8854810000000001
unit_critical_density,1.942,0.8873639999999999,1.884,0.8873639999999999
unit_critical_density,1.943,0.8892490000000001,1.8860000000000001,0.8892490000000001
unit_critical_density,1.944,0.8911359999999999,1.888,0.8911359999999999
unit_critical_density,1.945,0.8930250000000001,1.8900000000000001,0.8930250000000001
unit_critical_density,1.946,0.8949159999999999,1.892,0.8949159999999999
unit_critical_density,1.947,0.8968090000000001,1.8940000000000001,0.8968090000000001
unit_critical_density,1.948,0.898704,1.896,0.898704
unit_critical_density,1.949,0.9006010000000001,1.8980000000000001,0.9006010000000001
unit_critical_density,1.95,0.9025,1.9,0.9025
unit_critical_density,1.951,0.9044010000000001,1.9020000000000001,0.9044010000000001
unit_critical_density,1.952,0.9063039999999999,1.904,0.9063039999999999
unit_critical_density,1.953,0.9082090000000002,1.9060000000000001,0.9082090000000002
unit_critical_density,1.954,0.9101159999999999,1.908,0.9101159999999999
unit_critical_density,1.955,0.9120250000000001,1.9100000000000001,0.9120250000000001
unit_critical_density,1.956,0.913936,1.912,0.913936
unit_critical_density,1.957,0.9158490000000001,1.9140000000000001,0.9158490000000001
unit_critical_density,1.958,0.9177639999999999,1.916,0.9177639999999999
unit_critical_density,1.959,0.9196810000000002,1.9180000000000001,0.9196810000000002
unit_critical_density,1.96,0.9216,1.92,0.9216
unit_critical_density,1.961,0.9235210000000001,1.9220000000000002,0.9235210000000001
unit_critical_density,1.962,0.9254439999999999,1.924,0.9254439999999999
unit_critical_density,1.963,0.9273690000000001,1.9260000000000002,0.9273690000000001
unit_critical_density,1.964,0.9292959999999999,1.928,0.9292959999999999
unit_critical_density,1.965,0.9312250000000002,1.9300000000000002,0.9312250000000002
unit_critical_density,1.966,0.933156,1.932,0.933156
unit_critical_density,1.967,0.9350890000000002,1.9340000000000002,0.9350890000000002
unit_critical_density,1.968,0.937024,1.936,0.937024
unit_critical_density,1.969,0.9389610000000002,1.9380000000000002,0.9389610000000002
unit_critical_density,1.97,0.9409,1.94,0.9409
unit_critical_density,1.971,0.9428410000000002,1.9420000000000002,0.9428410000000002
unit_critical_density,1.972,0.944784,1.944,0.944784
unit_critical_density,1.973,0.9467290000000002,1.9460000000000002,0.9467290000000002
unit_critical_density,1.974,0.948676,1.948,0.948676
unit_critical_density,1.975,0.9506250000000002,1.9500000000000002,0.9506250000000002
unit_critical_density,1.976,0.952576,1.952,0.952576
unit_critical_density,1.977,0.9545290000000002,1.9540000000000002,0.9545290000000002
unit_critical_density,1.978,0.956484,1.956,0.956484
unit_critical_density,1.979,0.9584410000000002,1.9580000000000002,0.9584410000000002
unit_critical_density,1.98,0.9603999999999999,1.96,0.9603999999999999
unit_critical_density,1.981,0.9623610000000001,1.9620000000000002,0.9623610000000001
unit_critical_density,1.982,0.964324,1.964,0.964324
unit_critical_density,1.983,0.9662890000000002,1.9660000000000002,0.9662890000000002
unit_critical_density,1.984,0.968256,1.968,0.968256
unit_critical_density,1.985,0.9702250000000002,1.9700000000000002,0.9702250000000002
unit_critical_density,1.986,0.972196,1.972,0.972196
unit_critical_density,1.987,0.9741690000000002,1.9740000000000002,0.9741690000000002
unit_critical_density,1.988,0.976144,1.976,0.976144
unit_critical_density,1.989,0.9781210000000002,1.9780000000000002,0.9781210000000002
unit_critical_density,1.99,0.9801,1.98,0.9801
unit_critical_density,1.991,0.9820810000000002,1.9820000000000002,0.9820810000000002
unit_critical_density,1.992,0.9840639999999999,1.984,0.9840639999999999
unit_critical_density,1.993,0.9860490000000002,1.9860000000000002,0.9860490000000002
unit_critical_density,1.994,0.988036,1.988,0.988036
unit_critical_density,1.995,0.9900250000000003,1.9900000000000002,0.9900250000000003
unit_critical_density,1.996,0.992016,1.992,0.992016
unit_critical_density,1.997,0.9940090000000003,1.9940000000000002,0.9940090000000003
unit_critical_density,1.998,0.996004,1.996,0.996004
unit_critical_density,1.999,0.9980010000000002,1.9980000000000002,0.9980010000000002
unit_critical_density,2.0,1.0,2.0,1.0
offset_pressure_floor,0.5,1.85,-1.6,1.6
offset_pressure_floor,0.502,1.8468016,-1.5984,1.5968016
offset_pressure_floor,0.504,1.8436064,-1.5968,1.5936064
offset_pressure_floor,0.506,1.8404144000000002,-1.5952000000000002,1.5904144000000002
offset_pressure_floor,0.508,1.8372256,-1.5936000000000001,1.5872256
offset_pressure_floor,0.51,1.8340400000000001,-1.592,1.5840400000000001
offset_pressure_floor,0.512,1.8308576,-1.5904,1.5808576
offset_pressure_floor,0.514,1.8276784,-1.5888,1.5776784
offset_pressure_floor,0.516,1.8245024,-1.5872000000000002,1.5745024
offset_pressure_floor,0.518,1.8213296,-1.5856000000000001,1.5713296
offset_pressure_floor,0.52,1.81816,-1.584,1.56816
offset_pressure_floor,0.522,1.8149936000000002,-1.5824,1.5649936000000002
offset_pressure_floor,0.524,1.8118304,-1.5808,1.5618304
offset_pressure_floor,0.526,1.8086704,-1.5792000000000002,1.5586704
offset_pressure_floor,0.528,1.8055136,-1.5776000000000001,1.5555136
offset_pressure_floor,0.53,1.8023600000000002,-1.576,1.5523600000000002
offset_pressure_floor,0.532,1.7992096000000002,-1.5744,1.5492096000000002
offset_pressure_floor,0.534,1.7960624,-1.5728,1.5460624
offset_pressure_floor,0.536,1.7929184,-1.5712000000000002,1.5429184
offset_pressure_floor,0.538,1.7897776,-1.5696,1.5397776
offset_pressure_floor,0.54,1.78664,-1.568,1.53664
offset_pressure_floor,0.542,1.7835056,-1.5664,1.5335056
offset_pressure_floor,0.544,1.7803744000000001,-1.5648,1.5303744000000001
offset_pressure_floor,0.546,1.7772464000000001,-1.5632000000000001,1.5272464000000001
offset_pressure_floor,0.548,1.7741216,-1.5616,1.5241216
offset_pressure_floor,0.55,1.771,-1.56,1.521
offset_pressure_floor,0.552,1.7678816,-1.5584,1.5178816
offset_pressure_floor,0.554,1.7647664,-1.5568,1.5147664
offset_pressure_floor,0.556,1.7616544,-1.5552000000000001,1.5116544
offset_pressure_floor,0.558,1.7585456,-1.5536,1.5085456
offset_pressure_floor,0.56,1.7554400000000001,-1.552,1.5054400000000001
offset_pressure_floor,0.562,1.7523376,-1.5504,1.5023376
offset_pressure_floor,0.5640000000000001,1.7492384,-1.5488,1.4992384
offset_pressure_floor,0.5660000000000001,1.7461424,-1.5472000000000001,1.4961424
offset_pressure_floor,0.5680000000000001,1.7430496,-1.5456,1.4930496
offset_pressure_floor,0.5700000000000001,1.73996,-1.544,1.48996
offset_pressure_floor,0.5720000000000001,1.7368736,-1.5424,1.4868736
offset_pressure_floor,0.574,1.7337904000000002,-1.5408000000000002,1.4837904000000002
offset_pressure_floor,0.576,1.7307104,-1.5392000000000001,1.4807104
offset_pressure_floor,0.578,1.7276336000000003,-1.5376000000000003,1.4776336000000003
offset_pressure_floor,0.58,1.72456,-1.536,1.47456
offset_pressure_floor,0.582,1.7214896000000004,-1.5344000000000002,1.4714896000000004
offset_pressure_floor,0.584,1.7184224,-1.5328,1.4684224
offset_pressure_floor,0.586,1.7153584000000004,-1.5312000000000001,1.4653584000000004
offset_pressure_floor,0.588,1.7122976,-1.5296,1.4622976
offset_pressure_floor,0.59,1.7092400000000003,-1.5280000000000002,1.4592400000000003
offset_pressure_floor,0.592,1.7061856,-1.5264,1.4561856
offset_pressure_floor,0.594,1.7031344000000004,-1.5248000000000002,1.4531344000000004
offset_pressure_floor,0.596,1.7000864,-1.5232,1.4500864
offset_pressure_floor,0.598,1.6970416000000004,-1.5216000000000003,1.4470416000000004
offset_pressure_floor,0.6,1.694,-1.52,1.444
offset_pressure_floor,0.602,1.6909616000000003,-1.5184000000000002,1.4409616000000003
offset_pressure_floor,0.604,1.6879264,-1.5168,1.4379264
offset_pressure_floor,0.606,1.6848944000000001,-1.5152,1.4348944000000001
offset_pressure_floor,0.608,1.6818656,-1.5136,1.4318656
offset_pressure_floor,0.61,1.67884,-1.5120000000000002,1.42884
offset_pressure_floor,0.612,1.6758176,-1.5104,1.4258176
offset_pressure_floor,0.614,1.6727984000000002,-1.5088000000000001,1.4227984000000002
offset_pressure_floor,0.616,1.6697823999999999,-1.5072,1.4197823999999999
offset_pressure_floor,0.618,1.6667696000000003,-1.5056000000000003,1.4167696000000003
offset_pressure_floor,0.62,1.66376,-1.504,1.41376
offset_pressure_floor,0.622,1.6607536000000003,-1.5024000000000002,1.4107536000000003
offset_pressure_floor,0.624,1.6577503999999998,-1.5008,1.4077503999999998
offset_pressure_floor,0.626,1.6547504000000002,-1.4992,1.4047504000000002
offset_pressure_floor,0.628,1.6517536,-1.4976,1.4017536
offset_pressure_floor,0.63,1.6487600000000002,-1.4960000000000002,1.3987600000000002
offset_pressure_floor,0.632,1.6457696,-1.4944,1.3957696
offset_pressure_floor,0.634,1.6427824000000002,-1.4928000000000001,1.3927824000000002
offset_pressure_floor,0.636,1.6397983999999999,-1.4912,1.3897983999999999
offset_pressure_floor,0.638,1.6368176000000003,-1.4896000000000003,1.3868176000000003
offset_pressure_floor,0.64,1.63384,-1.488,1.38384
offset_pressure_floor,0.642,1.6308656000000001,-1.4864000000000002,1.3808656000000001
offset_pressure_floor,0.644,1.6278943999999997,-1.4848,1.3778943999999997
offset_pressure_floor,0.646,1.6249264000000003,-1.4832,1.3749264000000003
offset_pressure_floor,0.648,1.6219616,-1.4816,1.3719616
offset_pressure_floor,0.65,1.6190000000000002,-1.4800000000000002,1.3690000000000002
offset_pressure_floor,0.652,1.6160416,-1.4784,1.3660416
offset_pressure_floor,0.654,1.6130864000000003,-1.4768000000000001,1.3630864000000003
offset_pressure_floor,0.656,1.6101343999999997,-1.4752,1.3601343999999997
offset_pressure_floor,0.658,1.6071856000000002,-1.4736000000000002,1.3571856000000002
offset_pressure_floor,0.66,1.6042399999999999,-1.472,1.3542399999999999
offset_pressure_floor,0.662,1.6012976000000003,-1.4704000000000002,1.3512976000000003
offset_pressure_floor,0.664,1.5983584,-1.4687999999999999,1.3483584
offset_pressure_floor,0.666,1.5954224000000004,-1.4672,1.3454224000000004
offset_pressure_floor,0.668,1.5924896,-1.4656,1.3424896
offset_pressure_floor,0.67,1.5895600000000003,-1.4640000000000002,1.3395600000000003
offset_pressure_floor,0.672,1.5866335999999999,-1.4624,1.3366335999999999
offset_pressure_floor,0.674,1.5837104000000002,-1.4608,1.3337104000000002
offset_pressure_floor,0.6759999999999999,1.5807904000000002,-1.4592,1.3307904000000002
offset_pressure_floor,0.6779999999999999,1.5778736000000002,-1.4576000000000002,1.3278736000000002
offset_pressure_floor,0.6799999999999999,1.5749600000000001,-1.4560000000000002,1.3249600000000001
offset_pressure_floor,0.6819999999999999,1.5720496000000002,-1.4544000000000001,1.3220496000000002
offset_pressure_floor,0.6839999999999999,1.5691424000000003,-1.4528,1.3191424000000003
offset_pressure_floor,0.6859999999999999,1.5662384000000003,-1.4512,1.3162384000000003
offset_pressure_floor,0.688,1.5633376,-1.4496000000000002,1.3133376
offset_pressure_floor,0.69,1.56044,-1.4480000000000002,1.31044
offset_pressure_floor,0.692,1.5575456,-1.4464000000000001,1.3075456
offset_pressure_floor,0.694,1.5546544000000002,-1.4448,1.3046544000000002
offset_pressure_floor,0.696,1.5517664,-1.4432,1.3017664
offset_pressure_floor,0.698,1.5488816,-1.4416000000000002,1.2988816
offset_pressure_floor,0.7,1.5460000000000003,-1.4400000000000002,1.2960000000000003
offset_pressure_floor,0.702,1.5431216,-1.4384000000000001,1.2931216
offset_pressure_floor,0.704,1.5402464,-1.4368,1.2902464
offset_pressure_floor,0.706,1.5373744,-1.4352,1.2873744
offset_pressure_floor,0.708,1.5345056000000001,-1.4336000000000002,1.2845056000000001
offset_pressure_floor,0.71,1.5316400000000001,-1.4320000000000002,1.2816400000000001
offset_pressure_floor,0.712,1.5287776000000002,-1.4304000000000001,1.2787776000000002
offset_pressure_floor,0.714,1.5259184000000001,-1.4288,1.2759184000000001
offset_pressure_floor,0.716,1.5230624000000001,-1.4272,1.2730624000000001
offset_pressure_floor,0.718,1.5202096000000003,-1.4256000000000002,1.2702096000000003
offset_pressure_floor,0.72,1.51736,-1.4240000000000002,1.26736
offset_pressure_floor,0.722,1.5145136000000001,-1.4224,1.2645136000000001
offset_pressure_floor,0.724,1.5116704,-1.4208,1.2616704
offset_pressure_floor,0.726,1.5088304000000001,-1.4192,1.2588304000000001
offset_pressure_floor,0.728,1.5059936,-1.4176000000000002,1.2559936
offset_pressure_floor,0.73,1.5031600000000003,-1.4160000000000001,1.2531600000000003
offset_pressure_floor,0.732,1.5003296000000002,-1.4144,1.2503296000000002
offset_pressure_floor,0.734,1.4975024000000001,-1.4128,1.2475024000000001
offset_pressure_floor,0.736,1.4946784000000002,-1.4112,1.2446784000000002
offset_pressure_floor,0.738,1.4918576000000001,-1.4096000000000002,1.2418576000000001
offset_pressure_floor,0.74,1.4890400000000001,-1.4080000000000001,1.2390400000000001
offset_pressure_floor,0.742,1.4862256,-1.4064,1.2362256
offset_pressure_floor,0.744,1.4834144,-1.4048,1.2334144
offset_pressure_floor,0.746,1.4806064,-1.4032,1.2306064
offset_pressure_floor,0.748,1.4778016,-1.4016000000000002,1.2278016
offset_pressure_floor,0.75,1.475,-1.4000000000000001,1.225
offset_pressure_floor,0.752,1.4722016,-1.3984,1.2222016
offset_pressure_floor,0.754,1.4694064,-1.3968,1.2194064
offset_pressure_floor,0.756,1.4666144,-1.3952,1.2166144
offset_pressure_floor,0.758,1.4638256,-1.3936000000000002,1.2138256
offset_pressure_floor,0.76,1.4610400000000001,-1.3920000000000001,1.2110400000000001
offset_pressure_floor,0.762,1.4582576,-1.3904,1.2082576
offset_pressure_floor,0.764,1.4554784,-1.3888,1.2054784
offset_pressure_floor,0.766,1.4527024,-1.3872,1.2027024
offset_pressure_floor,0.768,1.4499296,-1.3856000000000002,1.1999296
offset_pressure_floor,0.77,1.44716,-1.3840000000000001,1.19716
offset_pressure_floor,0.772,1.4443936,-1.3824,1.1943936
offset_pressure_floor,0.774,1.4416304,-1.3808,1.1916304
offset_pressure_floor,0.776,1.4388703999999999,-1.3792,1.1888703999999999
offset_pressure_floor,0.778,1.4361136,-1.3776000000000002,1.1861136
offset_pressure_floor,0.78,1.43336,-1.3760000000000001,1.18336
offset_pressure_floor,0.782,1.4306096000000001,-1.3744,1.1806096000000001
offset_pressure_floor,0.784,1.4278624,-1.3728,1.1778624
offset_pressure_floor,0.786,1.4251184000000001,-1.3712,1.1751184000000001
offset_pressure_floor,0.788,1.4223776,-1.3696000000000002,1.1723776
offset_pressure_floor,0.79,1.41964,-1.368,1.16964
offset_pressure_floor,0.792,1.4169056,-1.3664,1.1669056
offset_pressure_floor,0.794,1.4141744,-1.3648,1.1641744
offset_pressure_floor,0.796,1.4114464,-1.3632,1.1614464
offset_pressure_floor,0.798,1.4087216,-1.3616000000000001,1.1587216
offset_pressure_floor,0.8,1.406,-1.36,1.156
offset_pressure_floor,0.802,1.4032816,-1.3584,1.1532816
offset_pressure_floor,0.804,1.4005664,-1.3568,1.1505664
offset_pressure_floor,0.806,1.3978544,-1.3552,1.1478544
offset_pressure_floor,0.808,1.3951456,-1.3536000000000001,1.1451456
offset_pressure_floor,0.81,1.39244,-1.352,1.14244
offset_pressure_floor,0.812,1.3897376,-1.3504,1.1397376
offset_pressure_floor,0.8140000000000001,1.3870384,-1.3488,1.1370384
offset_pressure_floor,0.8160000000000001,1.3843424,-1.3472,1.1343424
offset_pressure_floor,0.8180000000000001,1.3816496,-1.3456000000000001,1.1316496
offset_pressure_floor,0.8200000000000001,1.37896,-1.344,1.12896
offset_pressure_floor,0.8220000000000001,1.3762736,-1.3424,1.1262736
offset_pressure_floor,0.8240000000000001,1.3735904,-1.3408,1.1235904
offset_pressure_floor,0.8260000000000001,1.3709104,-1.3392,1.1209104
offset_pressure_floor,0.8280000000000001,1.3682336,-1.3376000000000001,1.1182336
offset_pressure_floor,0.8300000000000001,1.36556,-1.336,1.11556
offset_pressure_floor,0.8320000000000001,1.3628896,-1.3344,1.1128896
offset_pressure_floor,0.8340000000000001,1.3602224,-1.3328,1.1102224
offset_pressure_floor,0.8360000000000001,1.3575584,-1.3312,1.1075584
offset_pressure_floor,0.8380000000000001,1.3548976,-1.3296000000000001,1.1048976
offset_pressure_floor,0.8400000000000001,1.3522399999999999,-1.328,1.1022399999999999
offset_pressure_floor,0.8420000000000001,1.3495856,-1.3264,1.0995856
offset_pressure_floor,0.8440000000000001,1.3469344,-1.3248,1.0969344
offset_pressure_floor,0.8460000000000001,1.3442863999999999,-1.3232,1.0942863999999999
offset_pressure_floor,0.8480000000000001,1.3416415999999998,-1.3216,1.0916415999999998
offset_pressure_floor,0.8500000000000001,1.339,-1.32,1.089
offset_pressure_floor,0.852,1.3363616000000003,-1.3184000000000002,1.0863616000000003
offset_pressure_floor,0.854,1.3337264,-1.3168,1.0837264
offset_pressure_floor,0.856,1.3310944000000002,-1.3152000000000001,1.0810944000000002
offset_pressure_floor,0.858,1.3284656,-1.3136,1.0784656
offset_pressure_floor,0.86,1.3258400000000001,-1.3120000000000003,1.0758400000000001
offset_pressure_floor,0.862,1.3232176,-1.3104,1.0732176
offset_pressure_floor,0.864,1.3205984000000002,-1.3088000000000002,1.0705984000000002
offset_pressure_floor,0.866,1.3179823999999998,-1.3072,1.0679823999999998
offset_pressure_floor,0.868,1.3153696000000001,-1.3056,1.0653696000000001
offset_pressure_floor,0.87,1.31276,-1.304,1.06276
offset_pressure_floor,0.872,1.3101536000000003,-1.3024000000000002,1.0601536000000003
