batch,batch_position,atomic_index,proposed_id,source_file,line_number,domain_family,readiness,duplicate_status,wolfram_status
3,78,2212,PHONE2_NEXT+2212,bbmap2.txt,216,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,79,2213,PHONE2_NEXT+2213,bbmap2.txt,229,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,80,2214,PHONE2_NEXT+2214,bbmap2.txt,236,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,81,2215,PHONE2_NEXT+2215,bbmap2.txt,238,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,82,2216,PHONE2_NEXT+2216,bbmap2.txt,240,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,83,2218,PHONE2_NEXT+2218,bbmap2.txt,255,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,84,2219,PHONE2_NEXT+2219,bbmap2.txt,280,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,85,2220,PHONE2_NEXT+2220,bbmap2.txt,281,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,86,2222,PHONE2_NEXT+2222,bbmap2.txt,285,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,87,2223,PHONE2_NEXT+2223,bbmap2.txt,297,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,88,2227,PHONE2_NEXT+2227,bbmap2.txt,328,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,89,2228,PHONE2_NEXT+2228,bbmap2.txt,341,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,90,2230,PHONE2_NEXT+2230,bbmap2.txt,368,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,91,2231,PHONE2_NEXT+2231,bbmap2.txt,377,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,92,2232,PHONE2_NEXT+2232,bbmap2.txt,384,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,93,2233,PHONE2_NEXT+2233,bbmap2.txt,385,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,94,2234,PHONE2_NEXT+2234,bbmap2.txt,395,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,95,2236,PHONE2_NEXT+2236,bbmap2.txt,404,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,96,2237,PHONE2_NEXT+2237,bbmap2.txt,405,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,97,2239,PHONE2_NEXT+2239,bbmap2.txt,420,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,98,2240,PHONE2_NEXT+2240,bbmap2.txt,425,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,99,2241,PHONE2_NEXT+2241,bbmap2.txt,426,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,100,2244,PHONE2_NEXT+2244,bbmap2.txt,450,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,101,2245,PHONE2_NEXT+2245,bbmap2.txt,453,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,102,2246,PHONE2_NEXT+2246,bbmap2.txt,457,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,103,2247,PHONE2_NEXT+2247,bbmap2.txt,458,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,104,2248,PHONE2_NEXT+2248,bbmap2.txt,459,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,105,2250,PHONE2_NEXT+2250,bbmap2.txt,482,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,106,2251,PHONE2_NEXT+2251,bbmap2.txt,483,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,107,2252,PHONE2_NEXT+2252,bbmap2.txt,485,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,108,2254,PHONE2_NEXT+2254,bbmap2.txt,506,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,109,2255,PHONE2_NEXT+2255,bbmap2.txt,509,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,110,2256,PHONE2_NEXT+2256,bbmap2.txt,513,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,111,2258,PHONE2_NEXT+2258,bbmap2.txt,533,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,112,2259,PHONE2_NEXT+2259,bbmap2.txt,534,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,113,2262,PHONE2_NEXT+2262,bbmap2.txt,550,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,114,2265,PHONE2_NEXT+2265,bbmap2.txt,580,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,115,2268,PHONE2_NEXT+2268,bbmap2.txt,595,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,116,2270,PHONE2_NEXT+2270,bbmap2.txt,599,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,117,2275,PHONE2_NEXT+2275,latext.txt,26,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,118,2277,PHONE2_NEXT+2277,latext.txt,47,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,119,2278,PHONE2_NEXT+2278,latext.txt,49,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,120,2282,PHONE2_NEXT+2282,latext.txt,222,general_math,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,121,76,PHONE2_NEXT+0076,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,195,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,122,106,PHONE2_NEXT+0106,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,190,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,123,136,PHONE2_NEXT+0136,DAANSspherewithBYOBIFPProtocol.txt,35,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,124,175,PHONE2_NEXT+0175,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,51,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,125,176,PHONE2_NEXT+0176,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,106,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,126,177,PHONE2_NEXT+0177,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,317,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,127,182,PHONE2_NEXT+0182,_Markdown.txt,36,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,128,183,PHONE2_NEXT+0183,_Markdown.txt,36,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,129,248,PHONE2_NEXT+0248,DAANSspherewithBYOBIFPProtocol.txt,73,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,130,249,PHONE2_NEXT+0249,DAANSspherewithBYOBIFPProtocol.txt,115,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,131,335,PHONE2_NEXT+0335,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,58,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,132,336,PHONE2_NEXT+0336,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,67,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,133,338,PHONE2_NEXT+0338,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,84,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,134,339,PHONE2_NEXT+0339,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,153,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,135,340,PHONE2_NEXT+0340,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,203,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,136,341,PHONE2_NEXT+0341,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,218,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,137,342,PHONE2_NEXT+0342,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,225,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,138,343,PHONE2_NEXT+0343,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,236,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,139,344,PHONE2_NEXT+0344,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,304,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,140,345,PHONE2_NEXT+0345,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,347,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,141,346,PHONE2_NEXT+0346,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,369,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,142,347,PHONE2_NEXT+0347,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,402,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,143,348,PHONE2_NEXT+0348,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,422,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,144,349,PHONE2_NEXT+0349,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,423,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,145,350,PHONE2_NEXT+0350,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,425,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,146,359,PHONE2_NEXT+0359,bbmap2.txt,128,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,147,503,PHONE2_NEXT+0503,BBmaping.txt,13,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,148,509,PHONE2_NEXT+0509,BBmaping.txt,69,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,149,560,PHONE2_NEXT+0560,DAANSspherewithBYOBIFPProtocol.txt,49,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,150,561,PHONE2_NEXT+0561,DAANSspherewithBYOBIFPProtocol.txt,50,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,151,562,PHONE2_NEXT+0562,DAANSspherewithBYOBIFPProtocol.txt,51,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,152,563,PHONE2_NEXT+0563,DAANSspherewithBYOBIFPProtocol.txt,56,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,153,564,PHONE2_NEXT+0564,DAANSspherewithBYOBIFPProtocol.txt,57,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,154,565,PHONE2_NEXT+0565,DAANSspherewithBYOBIFPProtocol.txt,58,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,155,566,PHONE2_NEXT+0566,DAANSspherewithBYOBIFPProtocol.txt,72,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,156,567,PHONE2_NEXT+0567,DAANSspherewithBYOBIFPProtocol.txt,77,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,157,568,PHONE2_NEXT+0568,DAANSspherewithBYOBIFPProtocol.txt,77,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,158,569,PHONE2_NEXT+0569,DAANSspherewithBYOBIFPProtocol.txt,91,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,159,570,PHONE2_NEXT+0570,DAANSspherewithBYOBIFPProtocol.txt,94,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,160,571,PHONE2_NEXT+0571,DAANSspherewithBYOBIFPProtocol.txt,102,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,161,573,PHONE2_NEXT+0573,DAANSspherewithBYOBIFPProtocol.txt,135,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,162,574,PHONE2_NEXT+0574,DAANSspherewithBYOBIFPProtocol.txt,147,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,163,575,PHONE2_NEXT+0575,DAANSspherewithBYOBIFPProtocol.txt,153,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,164,576,PHONE2_NEXT+0576,DAANSspherewithBYOBIFPProtocol.txt,165,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,165,577,PHONE2_NEXT+0577,DAANSspherewithBYOBIFPProtocol.txt,169,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,166,578,PHONE2_NEXT+0578,DAANSspherewithBYOBIFPProtocol.txt,170,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,167,579,PHONE2_NEXT+0579,DAANSspherewithBYOBIFPProtocol.txt,176,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,168,580,PHONE2_NEXT+0580,DAANSspherewithBYOBIFPProtocol.txt,177,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,169,581,PHONE2_NEXT+0581,DAANSspherewithBYOBIFPProtocol.txt,178,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,170,582,PHONE2_NEXT+0582,DAANSspherewithBYOBIFPProtocol.txt,179,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,171,830,PHONE2_NEXT+0830,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,126,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,172,831,PHONE2_NEXT+0831,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,148,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,173,833,PHONE2_NEXT+0833,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,161,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,174,835,PHONE2_NEXT+0835,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,178,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,175,836,PHONE2_NEXT+0836,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,182,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,176,838,PHONE2_NEXT+0838,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,227,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,177,839,PHONE2_NEXT+0839,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,246,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,178,841,PHONE2_NEXT+0841,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,303,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,179,842,PHONE2_NEXT+0842,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,354,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,180,843,PHONE2_NEXT+0843,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,355,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,181,844,PHONE2_NEXT+0844,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,356,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,182,906,PHONE2_NEXT+0906,bbmap2.txt,127,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,183,907,PHONE2_NEXT+0907,bbmap2.txt,129,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,184,908,PHONE2_NEXT+0908,bbmap2.txt,130,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,185,929,PHONE2_NEXT+0929,bbmap2.txt,331,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,186,932,PHONE2_NEXT+0932,bbmap2.txt,344,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,187,944,PHONE2_NEXT+0944,bbmap2.txt,479,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,188,1101,PHONE2_NEXT+1101,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,291,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,189,1102,PHONE2_NEXT+1102,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,291,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,190,1103,PHONE2_NEXT+1103,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,381,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,191,1320,PHONE2_NEXT+1320,BBmaping.txt,12,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,192,1325,PHONE2_NEXT+1325,BBmaping.txt,37,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,193,1326,PHONE2_NEXT+1326,BBmaping.txt,39,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,194,1334,PHONE2_NEXT+1334,BBmaping.txt,110,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,195,1359,PHONE2_NEXT+1359,BBmaping.txt,268,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,196,1360,PHONE2_NEXT+1360,BBmaping.txt,269,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,197,1374,PHONE2_NEXT+1374,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,17,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,198,1472,PHONE2_NEXT+1472,DAANSspherewithBYOBIFPProtocol.txt,48,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,199,1473,PHONE2_NEXT+1473,DAANSspherewithBYOBIFPProtocol.txt,54,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,200,1474,PHONE2_NEXT+1474,DAANSspherewithBYOBIFPProtocol.txt,86,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,201,1475,PHONE2_NEXT+1475,DAANSspherewithBYOBIFPProtocol.txt,90,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,202,1476,PHONE2_NEXT+1476,DAANSspherewithBYOBIFPProtocol.txt,95,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,203,1477,PHONE2_NEXT+1477,DAANSspherewithBYOBIFPProtocol.txt,96,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,204,1478,PHONE2_NEXT+1478,DAANSspherewithBYOBIFPProtocol.txt,100,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,205,1479,PHONE2_NEXT+1479,DAANSspherewithBYOBIFPProtocol.txt,101,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,206,1480,PHONE2_NEXT+1480,DAANSspherewithBYOBIFPProtocol.txt,103,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,207,1481,PHONE2_NEXT+1481,DAANSspherewithBYOBIFPProtocol.txt,111,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,208,1482,PHONE2_NEXT+1482,DAANSspherewithBYOBIFPProtocol.txt,113,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,209,1483,PHONE2_NEXT+1483,DAANSspherewithBYOBIFPProtocol.txt,114,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,210,1484,PHONE2_NEXT+1484,DAANSspherewithBYOBIFPProtocol.txt,126,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,211,1485,PHONE2_NEXT+1485,DAANSspherewithBYOBIFPProtocol.txt,127,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,212,1486,PHONE2_NEXT+1486,DAANSspherewithBYOBIFPProtocol.txt,163,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,213,1487,PHONE2_NEXT+1487,DAANSspherewithBYOBIFPProtocol.txt,167,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,214,1488,PHONE2_NEXT+1488,DAANSspherewithBYOBIFPProtocol.txt,168,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,215,1489,PHONE2_NEXT+1489,DAANSspherewithBYOBIFPProtocol.txt,171,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,216,1490,PHONE2_NEXT+1490,DAANSspherewithBYOBIFPProtocol.txt,175,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,217,1981,PHONE2_NEXT+1981,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,20,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,218,1982,PHONE2_NEXT+1982,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,28,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,219,1983,PHONE2_NEXT+1983,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,34,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,220,1985,PHONE2_NEXT+1985,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,36,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,221,1986,PHONE2_NEXT+1986,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,37,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,222,1988,PHONE2_NEXT+1988,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,59,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,223,1989,PHONE2_NEXT+1989,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,60,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,224,1990,PHONE2_NEXT+1990,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,61,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,225,1991,PHONE2_NEXT+1991,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,62,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,226,1992,PHONE2_NEXT+1992,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,66,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,227,1993,PHONE2_NEXT+1993,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,78,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,228,1994,PHONE2_NEXT+1994,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,80,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,229,1995,PHONE2_NEXT+1995,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,81,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,230,1996,PHONE2_NEXT+1996,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,83,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,231,1997,PHONE2_NEXT+1997,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,95,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,232,1998,PHONE2_NEXT+1998,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,99,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,233,1999,PHONE2_NEXT+1999,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,113,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,234,2000,PHONE2_NEXT+2000,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,122,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,235,2002,PHONE2_NEXT+2002,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,142,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,236,2003,PHONE2_NEXT+2003,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,144,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,237,2004,PHONE2_NEXT+2004,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,151,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,238,2005,PHONE2_NEXT+2005,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,158,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,239,2006,PHONE2_NEXT+2006,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,162,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,240,2007,PHONE2_NEXT+2007,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,176,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,241,2008,PHONE2_NEXT+2008,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,189,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,242,2011,PHONE2_NEXT+2011,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,217,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,243,2012,PHONE2_NEXT+2012,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,228,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,244,2013,PHONE2_NEXT+2013,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,229,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,245,2014,PHONE2_NEXT+2014,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,233,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,246,2015,PHONE2_NEXT+2015,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,250,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,247,2017,PHONE2_NEXT+2017,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,263,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,248,2018,PHONE2_NEXT+2018,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,265,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,249,2020,PHONE2_NEXT+2020,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,285,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
3,250,2021,PHONE2_NEXT+2021,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,294,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
4,1,2022,PHONE2_NEXT+2022,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,300,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
4,2,2023,PHONE2_NEXT+2023,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,301,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
4,3,2024,PHONE2_NEXT+2024,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,302,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
4,4,2025,PHONE2_NEXT+2025,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,314,geometry_topology,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
