minted_id,atomic_index,proposed_id,source_file,line_number,domain_family,wolfram_status
ID11070,1520,PHONE2_NEXT+1520,Quantum-Neural Cartographic Functor.txt,180,category_type_theory,file_has_parse_clean_wolfram
ID11071,1521,PHONE2_NEXT+1521,Quantum-Neural Cartographic Functor.txt,182,category_type_theory,file_has_parse_clean_wolfram
ID11072,1522,PHONE2_NEXT+1522,Quantum-Neural Cartographic Functor.txt,184,category_type_theory,file_has_parse_clean_wolfram
ID11073,1523,PHONE2_NEXT+1523,Quantum-Neural Cartographic Functor.txt,208,category_type_theory,file_has_parse_clean_wolfram
ID11074,1524,PHONE2_NEXT+1524,Quantum-Neural Cartographic Functor.txt,234,category_type_theory,file_has_parse_clean_wolfram
ID11075,1525,PHONE2_NEXT+1525,Quantum-Neural Cartographic Functor.txt,236,category_type_theory,file_has_parse_clean_wolfram
ID11076,1526,PHONE2_NEXT+1526,Quantum-Neural Cartographic Functor.txt,239,category_type_theory,file_has_parse_clean_wolfram
ID11077,1527,PHONE2_NEXT+1527,Quantum-Neural Cartographic Functor.txt,255,category_type_theory,file_has_parse_clean_wolfram
ID11078,1528,PHONE2_NEXT+1528,Quantum-Neural Cartographic Functor.txt,256,category_type_theory,file_has_parse_clean_wolfram
ID11079,1529,PHONE2_NEXT+1529,Quantum-Neural Cartographic Functor.txt,257,category_type_theory,file_has_parse_clean_wolfram
ID11080,1530,PHONE2_NEXT+1530,Quantum-Neural Cartographic Functor.txt,281,category_type_theory,file_has_parse_clean_wolfram
ID11081,1531,PHONE2_NEXT+1531,Quantum-Neural Cartographic Functor.txt,284,category_type_theory,file_has_parse_clean_wolfram
ID11082,1532,PHONE2_NEXT+1532,Quantum-Neural Cartographic Functor.txt,297,category_type_theory,file_has_parse_clean_wolfram
ID11083,1533,PHONE2_NEXT+1533,Quantum-Neural Cartographic Functor.txt,307,category_type_theory,file_has_parse_clean_wolfram
ID11084,1534,PHONE2_NEXT+1534,Quantum-Neural Cartographic Functor.txt,314,category_type_theory,file_has_parse_clean_wolfram
ID11085,1535,PHONE2_NEXT+1535,Quantum-Neural Cartographic Functor.txt,322,category_type_theory,file_has_parse_clean_wolfram
ID11086,1536,PHONE2_NEXT+1536,Quantum-Neural Cartographic Functor.txt,323,category_type_theory,file_has_parse_clean_wolfram
ID11087,1537,PHONE2_NEXT+1537,Quantum-Neural Cartographic Functor.txt,331,category_type_theory,file_has_parse_clean_wolfram
ID11088,1538,PHONE2_NEXT+1538,Quantum-Neural Cartographic Functor.txt,343,category_type_theory,file_has_parse_clean_wolfram
ID11089,1539,PHONE2_NEXT+1539,Quantum-Neural Cartographic Functor.txt,345,category_type_theory,file_has_parse_clean_wolfram
ID11090,1540,PHONE2_NEXT+1540,Quantum-Neural Cartographic Functor.txt,356,category_type_theory,file_has_parse_clean_wolfram
ID11091,1541,PHONE2_NEXT+1541,Quantum-Neural Cartographic Functor.txt,357,category_type_theory,file_has_parse_clean_wolfram
ID11092,1542,PHONE2_NEXT+1542,Quantum-Neural Cartographic Functor.txt,358,category_type_theory,file_has_parse_clean_wolfram
ID11093,1543,PHONE2_NEXT+1543,Quantum-Neural Cartographic Functor.txt,366,category_type_theory,file_has_parse_clean_wolfram
ID11094,1544,PHONE2_NEXT+1544,Quantum-Neural Cartographic Functor.txt,367,category_type_theory,file_has_parse_clean_wolfram
ID11095,1545,PHONE2_NEXT+1545,Quantum-Neural Cartographic Functor.txt,368,category_type_theory,file_has_parse_clean_wolfram
ID11096,1546,PHONE2_NEXT+1546,Quantum-Neural Cartographic Functor.txt,382,category_type_theory,file_has_parse_clean_wolfram
ID11097,1547,PHONE2_NEXT+1547,Quantum-Neural Cartographic Functor.txt,384,category_type_theory,file_has_parse_clean_wolfram
ID11098,1548,PHONE2_NEXT+1548,Quantum-Neural Cartographic Functor.txt,387,category_type_theory,file_has_parse_clean_wolfram
ID11099,1549,PHONE2_NEXT+1549,Quantum-Neural Cartographic Functor.txt,392,category_type_theory,file_has_parse_clean_wolfram
ID11100,1550,PHONE2_NEXT+1550,Quantum-Neural Cartographic Functor.txt,394,category_type_theory,file_has_parse_clean_wolfram
ID11101,1551,PHONE2_NEXT+1551,Quantum-Neural Cartographic Functor.txt,396,category_type_theory,file_has_parse_clean_wolfram
ID11102,1552,PHONE2_NEXT+1552,Quantum-Neural Cartographic Functor.txt,405,category_type_theory,file_has_parse_clean_wolfram
ID11103,1553,PHONE2_NEXT+1553,Quantum-Neural Cartographic Functor.txt,406,category_type_theory,file_has_parse_clean_wolfram
ID11104,1554,PHONE2_NEXT+1554,Quantum-Neural Cartographic Functor.txt,419,category_type_theory,file_has_parse_clean_wolfram
ID11105,1555,PHONE2_NEXT+1555,Quantum-Neural Cartographic Functor.txt,426,category_type_theory,file_has_parse_clean_wolfram
ID11106,1556,PHONE2_NEXT+1556,Quantum-Neural Cartographic Functor.txt,434,category_type_theory,file_has_parse_clean_wolfram
ID11107,1557,PHONE2_NEXT+1557,Quantum-Neural Cartographic Functor.txt,436,category_type_theory,file_has_parse_clean_wolfram
ID11108,1558,PHONE2_NEXT+1558,Quantum-Neural Cartographic Functor.txt,443,category_type_theory,file_has_parse_clean_wolfram
ID11109,1559,PHONE2_NEXT+1559,Quantum-Neural Cartographic Functor.txt,458,category_type_theory,file_has_parse_clean_wolfram
ID11110,1560,PHONE2_NEXT+1560,Quantum-Neural Cartographic Functor.txt,464,category_type_theory,file_has_parse_clean_wolfram
ID11111,1561,PHONE2_NEXT+1561,Quantum-Neural Cartographic Functor.txt,466,category_type_theory,file_has_parse_clean_wolfram
ID11112,1562,PHONE2_NEXT+1562,Quantum-Neural Cartographic Functor.txt,471,category_type_theory,file_has_parse_clean_wolfram
ID11113,1563,PHONE2_NEXT+1563,Quantum-Neural Cartographic Functor.txt,476,category_type_theory,file_has_parse_clean_wolfram
ID11114,1564,PHONE2_NEXT+1564,Quantum-Neural Cartographic Functor.txt,477,category_type_theory,file_has_parse_clean_wolfram
ID11115,1565,PHONE2_NEXT+1565,Quantum-Neural Cartographic Functor.txt,478,category_type_theory,file_has_parse_clean_wolfram
ID11116,1566,PHONE2_NEXT+1566,Quantum-Neural Cartographic Functor.txt,479,category_type_theory,file_has_parse_clean_wolfram
ID11117,1567,PHONE2_NEXT+1567,Quantum-Neural Cartographic Functor.txt,498,category_type_theory,file_has_parse_clean_wolfram
ID11118,1568,PHONE2_NEXT+1568,Quantum-Neural Cartographic Functor.txt,500,category_type_theory,file_has_parse_clean_wolfram
ID11119,1569,PHONE2_NEXT+1569,Quantum-Neural Cartographic Functor.txt,516,category_type_theory,file_has_parse_clean_wolfram
ID11120,1570,PHONE2_NEXT+1570,Quantum-Neural Cartographic Functor.txt,517,category_type_theory,file_has_parse_clean_wolfram
ID11121,1571,PHONE2_NEXT+1571,Quantum-Neural Cartographic Functor.txt,518,category_type_theory,file_has_parse_clean_wolfram
