batch,batch_position,queue_index,proposed_id,source_file,line_number,readiness,domain_family,duplicate_status,wolfram_status
3,67,585,NEXT+0585,Quantum-Neural Cartographic Functor.txt,643,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
3,68,586,NEXT+0586,Quantum-Neural Cartographic Functor.txt,644,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
3,69,587,NEXT+0587,QuantumP.txt,12,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,70,588,NEXT+0588,QuantumP.txt,53,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,71,589,NEXT+0589,QuantumP.txt,54,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,72,590,NEXT+0590,QuantumP.txt,55,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,73,591,NEXT+0591,QuantumP.txt,86,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,74,592,NEXT+0592,QuantumP.txt,89,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,75,593,NEXT+0593,QuantumP.txt,97,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,76,594,NEXT+0594,QuantumP.txt,118,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,77,595,NEXT+0595,QuantumP.txt,131,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,78,596,NEXT+0596,QuantumP.txt,148,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,79,597,NEXT+0597,QuantumP.txt,170,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,80,598,NEXT+0598,QuantumP.txt,181,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
3,81,599,NEXT+0599,TopologicalSingularity.txt,10,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,82,600,NEXT+0600,TopologicalSingularity.txt,12,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,83,601,NEXT+0601,TopologicalSingularity.txt,33,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,84,602,NEXT+0602,UnificationComparison.txt,4,review,general_math,new_or_nonexact,needs_wolfram_translation
3,85,603,NEXT+0603,UnificationComparison.txt,38,quarantine,general_math,new_or_nonexact,needs_wolfram_translation
3,86,604,NEXT+0604,UnificationComparison.txt,40,review,general_math,new_or_nonexact,needs_wolfram_translation
3,87,605,NEXT+0605,UnificationComparison.txt,91,review,general_math,new_or_nonexact,needs_wolfram_translation
3,88,606,NEXT+0606,UnificationComparison.txt,92,review,general_math,new_or_nonexact,needs_wolfram_translation
3,89,607,NEXT+0607,UnificationComparison.txt,105,review,general_math,new_or_nonexact,needs_wolfram_translation
3,90,608,NEXT+0608,UnificationComparison.txt,380,review,general_math,new_or_nonexact,needs_wolfram_translation
3,91,609,NEXT+0609,UnificationComparison.txt,381,review,general_math,new_or_nonexact,needs_wolfram_translation
3,92,610,NEXT+0610,UnificationComparison.txt,382,review,general_math,new_or_nonexact,needs_wolfram_translation
3,93,611,NEXT+0611,UnificationComparison.txt,392,review,gravity_cosmology,new_or_nonexact,needs_wolfram_translation
3,94,612,NEXT+0612,UnificationComparison.txt,401,review,general_math,new_or_nonexact,needs_wolfram_translation
3,95,613,NEXT+0613,UnificationComparison.txt,405,review,general_math,new_or_nonexact,needs_wolfram_translation
3,96,614,NEXT+0614,UnificationComparison.txt,410,review,gravity_cosmology,new_or_nonexact,needs_wolfram_translation
3,97,615,NEXT+0615,UnificationComparison.txt,428,review,general_math,new_or_nonexact,needs_wolfram_translation
3,98,616,NEXT+0616,UnificationComparison.txt,439,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,99,617,NEXT+0617,UnificationComparison.txt,495,review,general_math,new_or_nonexact,needs_wolfram_translation
3,100,618,NEXT+0618,UnificationComparison.txt,508,review,general_math,new_or_nonexact,needs_wolfram_translation
3,101,619,NEXT+0619,UnificationComparison.txt,516,review,general_math,new_or_nonexact,needs_wolfram_translation
3,102,620,NEXT+0620,UnificationComparison.txt,525,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,103,621,NEXT+0621,UnificationComparison.txt,538,review,general_math,new_or_nonexact,needs_wolfram_translation
3,104,622,NEXT+0622,UnificationComparison.txt,558,review,general_math,new_or_nonexact,needs_wolfram_translation
3,105,623,NEXT+0623,UnificationComparison.txt,563,review,general_math,new_or_nonexact,needs_wolfram_translation
3,106,624,NEXT+0624,UnificationComparison.txt,568,review,general_math,new_or_nonexact,needs_wolfram_translation
3,107,625,NEXT+0625,UnificationComparison.txt,585,review,general_math,new_or_nonexact,needs_wolfram_translation
3,108,626,NEXT+0626,UnificationComparison.txt,586,review,general_math,new_or_nonexact,needs_wolfram_translation
3,109,627,NEXT+0627,UnificationComparison.txt,597,review,general_math,new_or_nonexact,needs_wolfram_translation
3,110,628,NEXT+0628,UnificationComparison.txt,598,review,general_math,new_or_nonexact,needs_wolfram_translation
3,111,629,NEXT+0629,UnificationComparison.txt,614,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,112,630,NEXT+0630,UnificationComparison.txt,615,review,general_math,new_or_nonexact,needs_wolfram_translation
3,113,631,NEXT+0631,UnificationComparison.txt,621,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,114,632,NEXT+0632,UnificationComparison.txt,622,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,115,633,NEXT+0633,UnificationComparison.txt,696,review,general_math,new_or_nonexact,needs_wolfram_translation
3,116,634,NEXT+0634,UnificationComparison.txt,717,review,general_math,new_or_nonexact,needs_wolfram_translation
3,117,635,NEXT+0635,UnificationComparison.txt,722,review,general_math,new_or_nonexact,needs_wolfram_translation
3,118,636,NEXT+0636,UnificationComparison.txt,724,review,general_math,new_or_nonexact,needs_wolfram_translation
3,119,637,NEXT+0637,UnificationComparison.txt,783,review,general_math,new_or_nonexact,needs_wolfram_translation
3,120,638,NEXT+0638,UnificationComparison.txt,817,review,general_math,new_or_nonexact,needs_wolfram_translation
3,121,639,NEXT+0639,UnificationComparison.txt,830,review,general_math,new_or_nonexact,needs_wolfram_translation
3,122,640,NEXT+0640,UnificationComparison.txt,843,review,general_math,new_or_nonexact,needs_wolfram_translation
3,123,641,NEXT+0641,UnificationComparison.txt,848,review,general_math,new_or_nonexact,needs_wolfram_translation
3,124,642,NEXT+0642,UnificationComparison.txt,857,review,general_math,new_or_nonexact,needs_wolfram_translation
3,125,643,NEXT+0643,UnificationComparison.txt,867,review,general_math,new_or_nonexact,needs_wolfram_translation
3,126,644,NEXT+0644,UnificationComparison.txt,868,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,127,645,NEXT+0645,UnificationComparison.txt,869,review,general_math,new_or_nonexact,needs_wolfram_translation
3,128,646,NEXT+0646,UnificationComparison.txt,873,review,general_math,new_or_nonexact,needs_wolfram_translation
3,129,647,NEXT+0647,UnificationComparison.txt,874,review,general_math,new_or_nonexact,needs_wolfram_translation
3,130,650,NEXT+0650,UnificationComparison.txt,901,review,general_math,new_or_nonexact,needs_wolfram_translation
3,131,651,NEXT+0651,UnificationComparison.txt,906,review,general_math,new_or_nonexact,needs_wolfram_translation
3,132,652,NEXT+0652,UnificationComparison.txt,910,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,133,653,NEXT+0653,UnificationComparison.txt,911,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,134,654,NEXT+0654,UnificationComparison.txt,913,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,135,655,NEXT+0655,UnificationComparison.txt,921,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,136,656,NEXT+0656,UnificationComparison.txt,931,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,137,657,NEXT+0657,UnificationComparison.txt,946,review,general_math,new_or_nonexact,needs_wolfram_translation
3,138,658,NEXT+0658,UnificationComparison.txt,949,review,general_math,new_or_nonexact,needs_wolfram_translation
3,139,659,NEXT+0659,UnificationComparison.txt,951,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,140,660,NEXT+0660,UnificationComparison.txt,959,review,general_math,new_or_nonexact,needs_wolfram_translation
3,141,661,NEXT+0661,UnificationComparison.txt,964,review,general_math,new_or_nonexact,needs_wolfram_translation
3,142,662,NEXT+0662,UnificationComparison.txt,969,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,143,663,NEXT+0663,UnificationComparison.txt,972,review,general_math,new_or_nonexact,needs_wolfram_translation
3,144,664,NEXT+0664,UnificationComparison.txt,975,review,general_math,new_or_nonexact,needs_wolfram_translation
3,145,665,NEXT+0665,UnificationComparison.txt,978,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,146,666,NEXT+0666,UnificationComparison.txt,992,review,general_math,new_or_nonexact,needs_wolfram_translation
3,147,667,NEXT+0667,UnificationComparison.txt,1009,review,general_math,new_or_nonexact,needs_wolfram_translation
3,148,668,NEXT+0668,UnificationComparison.txt,1026,review,general_math,new_or_nonexact,needs_wolfram_translation
3,149,669,NEXT+0669,UnificationComparison.txt,1036,review,general_math,new_or_nonexact,needs_wolfram_translation
3,150,670,NEXT+0670,UnificationComparison.txt,1057,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,151,671,NEXT+0671,UnificationComparison.txt,1063,review,general_math,new_or_nonexact,needs_wolfram_translation
3,152,672,NEXT+0672,UnificationComparison.txt,1077,review,signal_wave,new_or_nonexact,needs_wolfram_translation
3,153,673,NEXT+0673,UnificationComparison.txt,1080,review,general_math,new_or_nonexact,needs_wolfram_translation
3,154,674,NEXT+0674,UnificationComparison.txt,1081,review,general_math,new_or_nonexact,needs_wolfram_translation
3,155,675,NEXT+0675,UnificationComparison.txt,1113,review,general_math,new_or_nonexact,needs_wolfram_translation
3,156,676,NEXT+0676,UnificationComparison.txt,1131,review,general_math,new_or_nonexact,needs_wolfram_translation
3,157,677,NEXT+0677,UnificationComparison.txt,1137,review,general_math,new_or_nonexact,needs_wolfram_translation
3,158,678,NEXT+0678,UnificationComparison.txt,1139,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,159,679,NEXT+0679,UnificationComparison.txt,1141,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,160,680,NEXT+0680,UnificationComparison.txt,1153,review,general_math,new_or_nonexact,needs_wolfram_translation
3,161,681,NEXT+0681,UnificationComparison.txt,1160,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
3,162,682,NEXT+0682,UnificationComparison.txt,1169,review,general_math,new_or_nonexact,needs_wolfram_translation
3,163,683,NEXT+0683,UnificationComparison.txt,1189,review,general_math,new_or_nonexact,needs_wolfram_translation
3,164,685,NEXT+0685,UnifiedFieldOptimizer.txt,23,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,165,686,NEXT+0686,UnifiedFieldOptimizer.txt,38,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,166,687,NEXT+0687,UnifiedFieldOptimizer.txt,48,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,167,688,NEXT+0688,UnifiedFieldOptimizer.txt,73,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,168,689,NEXT+0689,UnifiedFieldOptimizer.txt,79,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,169,692,NEXT+0692,UnifiedFieldOptimizer.txt,95,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,170,695,NEXT+0695,UnifiedFieldOptimizer.txt,111,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,171,696,NEXT+0696,UnifiedFieldOptimizer.txt,118,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,172,697,NEXT+0697,UnifiedFieldOptimizer.txt,120,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,173,698,NEXT+0698,UnifiedFieldOptimizer.txt,121,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,174,699,NEXT+0699,UnifiedFieldOptimizer.txt,125,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,175,700,NEXT+0700,UnifiedFieldOptimizer.txt,126,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,176,701,NEXT+0701,UnifiedFieldOptimizer.txt,127,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,177,702,NEXT+0702,UnifiedFieldOptimizer.txt,132,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,178,703,NEXT+0703,UnifiedFieldOptimizer.txt,133,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,179,704,NEXT+0704,UnifiedFieldOptimizer.txt,155,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,180,705,NEXT+0705,UnifiedFieldOptimizer.txt,170,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,181,706,NEXT+0706,UnifiedFieldOptimizer.txt,171,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,182,707,NEXT+0707,UnifiedFieldOptimizer.txt,174,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,183,708,NEXT+0708,UnifiedFieldOptimizer.txt,176,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
3,184,709,NEXT+0709,UnifiedFieldOptimizer.txt,177,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
3,185,710,NEXT+0710,UnifiedFieldOptimizer.txt,178,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,186,712,NEXT+0712,UnifiedFieldOptimizer.txt,189,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,187,713,NEXT+0713,UnifiedFieldOptimizer.txt,192,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,188,714,NEXT+0714,UnifiedFieldOptimizer.txt,198,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,189,715,NEXT+0715,UnifiedFieldOptimizer.txt,207,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,190,716,NEXT+0716,UnifiedFieldOptimizer.txt,208,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,191,717,NEXT+0717,UnifiedFieldOptimizer.txt,272,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,192,718,NEXT+0718,UnifiedFieldOptimizer.txt,273,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,193,719,NEXT+0719,UnifiedFieldOptimizer.txt,274,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,194,720,NEXT+0720,UnifiedFieldOptimizer.txt,286,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,195,721,NEXT+0721,UnifiedFieldOptimizer.txt,298,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,196,722,NEXT+0722,UnifiedFieldOptimizer.txt,299,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,197,723,NEXT+0723,UnifiedFieldOptimizer.txt,300,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,198,724,NEXT+0724,UnifiedFieldOptimizer.txt,305,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,199,725,NEXT+0725,UnifiedFieldOptimizer.txt,306,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,200,726,NEXT+0726,UnifiedFieldOptimizer.txt,310,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,201,727,NEXT+0727,UnifiedFieldOptimizer.txt,311,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,202,728,NEXT+0728,UnifiedFieldOptimizer.txt,322,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,203,729,NEXT+0729,UnifiedFieldOptimizer.txt,323,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
3,204,730,NEXT+0730,UnifiedFieldOptimizer.txt,324,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,205,731,NEXT+0731,UnifiedFieldOptimizer.txt,325,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,206,732,NEXT+0732,UnifiedFieldOptimizer.txt,341,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,207,733,NEXT+0733,UnifiedFieldOptimizer.txt,342,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
3,208,734,NEXT+0734,UnifiedFieldOptimizer.txt,343,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,209,735,NEXT+0735,UnifiedFieldOptimizer.txt,344,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,210,736,NEXT+0736,UnifiedFieldOptimizer.txt,345,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,211,737,NEXT+0737,UnifiedFieldOptimizer.txt,349,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,212,738,NEXT+0738,UnifiedFieldOptimizer.txt,350,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,213,739,NEXT+0739,UnifiedFieldOptimizer.txt,351,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,214,740,NEXT+0740,UnifiedFieldOptimizer.txt,352,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,215,741,NEXT+0741,UnifiedFieldOptimizer.txt,353,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,216,742,NEXT+0742,UnifiedFieldOptimizer.txt,375,quarantine,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,217,745,NEXT+0745,UnifiedFieldOptimizer.txt,383,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
3,218,746,NEXT+0746,UnifiedFieldOptimizer.txt,388,review,category_type_theory,new_or_nonexact,needs_wolfram_translation
3,219,747,NEXT+0747,UnifiedFieldOptimizer.txt,399,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,220,750,NEXT+0750,UnifiedFieldOptimizer.txt,425,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,221,751,NEXT+0751,UnifiedFieldOptimizer.txt,439,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,222,752,NEXT+0752,UnifiedFieldOptimizer.txt,440,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,223,753,NEXT+0753,UnifiedFieldOptimizer.txt,511,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,224,754,NEXT+0754,UnifiedFieldOptimizer.txt,530,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,225,755,NEXT+0755,UnifiedFieldOptimizer.txt,531,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,226,756,NEXT+0756,UnifiedFieldOptimizer.txt,542,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,227,757,NEXT+0757,UnifiedFieldOptimizer.txt,545,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,228,758,NEXT+0758,UnifiedFieldOptimizer.txt,550,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,229,759,NEXT+0759,UnifiedFieldOptimizer.txt,575,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,230,760,NEXT+0760,UnifiedFieldOptimizer.txt,576,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,231,761,NEXT+0761,UnifiedFieldOptimizer.txt,578,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,232,762,NEXT+0762,UnifiedFieldOptimizer.txt,582,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,233,763,NEXT+0763,UnifiedFieldOptimizer.txt,583,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,234,764,NEXT+0764,UnifiedFieldOptimizer.txt,584,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,235,765,NEXT+0765,UnifiedFieldOptimizer.txt,587,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,236,766,NEXT+0766,UnifiedFieldOptimizer.txt,591,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,237,767,NEXT+0767,UnifiedFieldOptimizer.txt,612,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,238,768,NEXT+0768,UnifiedFieldOptimizer.txt,613,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,239,770,NEXT+0770,UnifiedFieldOptimizer.txt,618,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,240,771,NEXT+0771,UnifiedFieldOptimizer.txt,628,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,241,772,NEXT+0772,UnifiedFieldOptimizer.txt,629,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,242,773,NEXT+0773,UnifiedFieldOptimizer.txt,630,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,243,774,NEXT+0774,UnifiedFieldOptimizer.txt,643,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,244,775,NEXT+0775,UnifiedFieldOptimizer.txt,648,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,245,776,NEXT+0776,UnifiedFieldOptimizer.txt,649,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,246,777,NEXT+0777,UnifiedFieldOptimizer.txt,656,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,247,778,NEXT+0778,UnifiedFieldOptimizer.txt,657,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,248,779,NEXT+0779,UnifiedFieldOptimizer.txt,672,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,249,780,NEXT+0780,UnifiedFieldOptimizer.txt,673,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
3,250,781,NEXT+0781,UnifiedFieldOptimizer.txt,674,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,1,782,NEXT+0782,UnifiedFieldOptimizer.txt,675,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,2,783,NEXT+0783,UnifiedFieldOptimizer.txt,676,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,3,784,NEXT+0784,UnifiedFieldOptimizer.txt,683,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,4,785,NEXT+0785,UnifiedFieldOptimizer.txt,684,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,5,786,NEXT+0786,UnifiedFieldOptimizer.txt,691,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,6,787,NEXT+0787,UnifiedFieldOptimizer.txt,692,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,7,788,NEXT+0788,UnifiedFieldOptimizer.txt,693,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,8,789,NEXT+0789,UnifiedFieldOptimizer.txt,698,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,9,790,NEXT+0790,UnifiedFieldOptimizer.txt,712,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,10,791,NEXT+0791,UnifiedFieldOptimizer.txt,718,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,11,792,NEXT+0792,UnifiedFieldOptimizer.txt,732,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,12,793,NEXT+0793,UnifiedFieldOptimizer.txt,752,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,13,794,NEXT+0794,UnifiedFieldOptimizer.txt,753,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
4,14,795,NEXT+0795,UnifiedFieldOptimizer.txt,754,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,15,796,NEXT+0796,UnifiedFieldOptimizer.txt,767,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,16,797,NEXT+0797,UnifiedFieldOptimizer.txt,768,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,17,798,NEXT+0798,UnifiedFieldOptimizer.txt,769,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
4,18,799,NEXT+0799,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,126,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,19,800,NEXT+0800,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,148,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,20,801,NEXT+0801,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,152,review,field_topology_mhd,new_or_nonexact,file_has_parse_clean_wolfram
4,21,802,NEXT+0802,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,161,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,22,803,NEXT+0803,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,172,review,field_topology_mhd,new_or_nonexact,file_has_parse_clean_wolfram
4,23,804,NEXT+0804,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,178,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,24,805,NEXT+0805,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,182,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,25,806,NEXT+0806,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,202,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
4,26,807,NEXT+0807,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,227,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,27,808,NEXT+0808,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,246,review,optimization_computation,new_or_nonexact,file_has_parse_clean_wolfram
4,28,809,NEXT+0809,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,269,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
4,29,810,NEXT+0810,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,290,quarantine,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,30,811,NEXT+0811,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,303,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,31,812,NEXT+0812,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,354,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,32,813,NEXT+0813,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,355,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,33,814,NEXT+0814,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,356,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
4,34,815,NEXT+0815,_KleisliCategoryNon-DeterministicComputationMonads.txt,23,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,35,816,NEXT+0816,_KleisliCategoryNon-DeterministicComputationMonads.txt,40,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,36,817,NEXT+0817,_KleisliCategoryNon-DeterministicComputationMonads.txt,41,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,37,818,NEXT+0818,_KleisliCategoryNon-DeterministicComputationMonads.txt,48,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,38,819,NEXT+0819,_KleisliCategoryNon-DeterministicComputationMonads.txt,61,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,39,820,NEXT+0820,_KleisliCategoryNon-DeterministicComputationMonads.txt,76,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,40,821,NEXT+0821,_KleisliCategoryNon-DeterministicComputationMonads.txt,124,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,41,822,NEXT+0822,_KleisliCategoryNon-DeterministicComputationMonads.txt,125,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,42,823,NEXT+0823,_KleisliCategoryNon-DeterministicComputationMonads.txt,126,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,43,824,NEXT+0824,_KleisliCategoryNon-DeterministicComputationMonads.txt,127,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
4,44,825,NEXT+0825,_KleisliCategoryNon-DeterministicComputationMonads.txt,166,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
