queue_index,source,id,name,kind,obligation_role,semantic_anchor_id,source_file,line,translation_status,translation_class,duplicate_source_id_name
171,proof_obligations,ID0050,lemma spinorspinnetwork: sorry theorem spinorspinnetwork : Prop Theorem spinorspinnetwork : Prop.,Theorem,Needs_Semantic_Translation,ID0050,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5760,batch007_started,quantum_open_system_segment,no
172,proof_obligations,ID0182,lemma 0183_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0182,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7358,batch010_started,meta_foundation_segment,no
173,proof_obligations,ID0183,lemma 0184_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0183,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7436,batch010_started,meta_foundation_segment,no
174,proof_obligations,ID0187,lemma 0188_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0187,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7750,batch010_started,meta_foundation_segment,no
175,proof_obligations,ID0017,lemma actionfunctional: sorry theorem actionfunctional : Prop := Theorem actionfunctional : Prop.,Theorem,Needs_Semantic_Translation,ID0017,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,2768,batch008_started,geometry_manifold_segment,no
176,proof_obligations,ID0012,lemma coherencedecoherence: sorry theorem coherencedecoherence : Theorem coherencedecoherence :,Theorem,Needs_Semantic_Translation,ID0012,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5013,batch007_started,quantum_open_system_segment,no
177,proof_obligations,ID0037,lemma elsasserattractor: sorry theorem elsasserattractor : Prop Theorem elsasserattractor : Prop.,Theorem,Needs_Semantic_Translation,ID0037,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3277,phase2_already_started,existing_phase2_family,no
178,proof_obligations,ID0026,lemma emergentrotationprinciple: theorem emergentrotationprinciple Theorem emergentrotationprinciple,Theorem,Needs_Semantic_Translation,ID0026,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3193,batch009_started,dynamics_scaling_segment,no
179,proof_obligations,ID0060,lemma environmentsuperselection: theorem environmentsuperselection : Theorem environmentsuperselection :,Theorem,Needs_Semantic_Translation,ID0060,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5086,batch007_started,quantum_open_system_segment,no
180,proof_obligations,ID0062,lemma fluctuationdissipation: theorem fluctuationdissipation : Theorem fluctuationdissipation :,Theorem,Needs_Semantic_Translation,ID0062,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6276,batch007_started,quantum_open_system_segment,no
181,proof_obligations,ID0006,lemma intermodaltransferrate: theorem intermodaltransferrate : Theorem intermodaltransferrate :,Theorem,Needs_Semantic_Translation,ID0006,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,1297,batch006_started,operator_spectral_segment,no
182,proof_obligations,ID0061,lemma measurementbackaction: sorry theorem measurementbackaction : Theorem measurementbackaction :,Theorem,Needs_Semantic_Translation,ID0061,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5308,batch007_started,quantum_open_system_segment,no
183,proof_obligations,ID0019,lemma quantumfieldpropagator: theorem quantumfieldpropagator : Theorem quantumfieldpropagator :,Theorem,Needs_Semantic_Translation,ID0019,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3014,batch007_started,quantum_open_system_segment,no
184,proof_obligations,ID0053,lemma quantumphasetransition: theorem quantumphasetransition : Theorem quantumphasetransition :,Theorem,Needs_Semantic_Translation,ID0053,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4777,batch007_started,quantum_open_system_segment,no
185,proof_obligations,ID0073,lemma quantumthermodynamics: sorry theorem quantumthermodynamics : Theorem quantumthermodynamics :,Theorem,Needs_Semantic_Translation,ID0073,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6197,batch007_started,quantum_open_system_segment,no
186,proof_obligations,ID0009,lemma renormalizationnavigation: theorem renormalizationnavigation : Theorem renormalizationnavigation :,Theorem,Needs_Semantic_Translation,ID0009,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4857,batch009_started,dynamics_scaling_segment,no
187,proof_obligations,ID0001,lemma fieldcoherencemetric: sorry theorem fieldcoherencemetric : Theorem fieldcoherencemetric :,Theorem,Needs_Semantic_Translation,ID0001,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,1116,batch007_started,quantum_open_system_segment,no
188,proof_obligations,ID0183,lemma 0185_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0183,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7514,batch010_started,meta_foundation_segment,no
189,proof_obligations,ID0186,lemma 0187_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0186,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7672,batch010_started,meta_foundation_segment,no
190,proof_obligations,ID0187,lemma 0189_proof: theorem Theorem,Theorem,Needs_Semantic_Translation,ID0187,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7833,batch010_started,meta_foundation_segment,no
191,proof_obligations,ID0046,lemma bayesianevidence: sorry theorem bayesianevidence : Prop := Theorem bayesianevidence : Prop.,Theorem,Needs_Semantic_Translation,ID0046,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3993,batch010_started,meta_foundation_segment,no
192,proof_obligations,ID0020,lemma berryphase: sorry theorem berryphase : Prop := by Theorem berryphase : Prop.,Theorem,Needs_Semantic_Translation,ID0020,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5683,batch008_started,geometry_manifold_segment,no
193,proof_obligations,ID0054,lemma casimirtypephenomena: sorry theorem casimirtypephenomena : Theorem casimirtypephenomena :,Theorem,Needs_Semantic_Translation,ID0054,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4703,batch009_started,dynamics_scaling_segment,no
194,proof_obligations,ID0073,lemma cptpmaps: sorry theorem cptpmaps : Prop := by Theorem cptpmaps : Prop.,Theorem,Needs_Semantic_Translation,ID0073,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6120,batch007_started,quantum_open_system_segment,no
195,proof_obligations,ID0047,lemma falsifiabilityconstraint: theorem falsifiabilityconstraint : Theorem falsifiabilityconstraint :,Theorem,Needs_Semantic_Translation,ID0047,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4066,batch010_started,meta_foundation_segment,no
196,proof_obligations,ID0040,lemma ordermagnitudeinvariance: theorem ordermagnitudeinvariance : Theorem ordermagnitudeinvariance :,Theorem,Needs_Semantic_Translation,ID0040,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3920,phase2_already_started,existing_phase2_family,no
197,proof_obligations,ID0057,lemma quantumcriticality: sorry theorem quantumcriticality : Prop Theorem quantumcriticality : Prop.,Theorem,Needs_Semantic_Translation,ID0057,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6433,batch007_started,quantum_open_system_segment,no
198,proof_obligations,ID0049,lemma quantumnoisespectra: sorry theorem quantumnoisespectra : Theorem quantumnoisespectra :,Theorem,Needs_Semantic_Translation,ID0049,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5227,batch007_started,quantum_open_system_segment,no
199,proof_obligations,ID0015,lemma vacuumfluctuationoperator: theorem vacuumfluctuationoperator Theorem vacuumfluctuationoperator,Theorem,Needs_Semantic_Translation,ID0015,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3102,batch007_started,quantum_open_system_segment,no
200,proof_obligations,ID0049,lemma zeropointcommutator: sorry theorem zeropointcommutator : Theorem zeropointcommutator :,Theorem,Needs_Semantic_Translation,ID0049,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4300,batch007_started,quantum_open_system_segment,no
201,proof_obligations,ID9999,Theorem 1: Wavelength Quantization,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,279,batch012_started,operator_spectral_followup_segment,no
202,proof_obligations,ID9999,Topological Protection,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\00_Canon_01_TZP_Definition.tex,81,batch005_started,topology_vector_segment,no
203,proof_obligations,ID0137,law N:normalizedmegastructureformationtheorem,Theorem,Needs_Semantic_Translation,ID0137,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,3356,batch001_started,first_master_registry_segment,no
204,proof_obligations,ID9999,TZP Vacuum Divergence,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,190,batch017_started,quantum_matter_followup_segment,no
205,proof_obligations,ID9999,Theorem: Electron Conservation with TZP Coupling,Theorem,Derived_Theorem_Obligation,ID9999,D:\Zenodo\complete_tzpqvs_synthesis.pdf,497,batch017_started,quantum_matter_followup_segment,no
206,proof_obligations,ID9999,THEOREM 1: Celestial Gyromagnetic Motion,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\gyromagnetic_validation.tex,447,batch016_started,orbital_gyromagnetic_followup_segment,no
207,proof_obligations,ID9999,Theorem 5: Quantum Flux Quantization,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,348,batch005_started,topology_vector_segment,no
208,proof_obligations,ID9999,Theorem 3: Beat Frequency Mechanism,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,322,batch006_started,operator_spectral_segment,no
209,proof_obligations,ID9999,Theorem: The TZP-Torus-Consciousness system is mathematically consistent and enables vacuum energy extraction.,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\Delta function in the bell curve (3).txt,757,batch004_started,remaining_candidate_real_algebra,no
210,proof_obligations,ID9999,The Borsuk--Ulam Theorem,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\paper.tex,124,batch013_started,topology_category_followup_segment,no
211,proof_obligations,ID0137,ID 137: Megastructure Formation Theorem,Theorem,Derived_Theorem_Obligation,ID0137,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1824,batch001_started,first_master_registry_segment,no
212,proof_obligations,ID0239,ID 239: Buckingham $\Pi$‑Theorem Application,Theorem,Derived_Theorem_Obligation,ID0239,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2844,batch013_started,topology_category_followup_segment,no
213,proof_obligations,ID9999,Topological Field Constraint,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,338,batch005_started,topology_vector_segment,no
214,proof_obligations,ID9999,Spectral Deformation Under Curvature Coupling,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,665,batch006_started,operator_spectral_segment,no
215,proof_obligations,ID9999,Theorem 1: Celestial Gyromagnetic Motion,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\gyromagnetic_validation.tex,432,batch016_started,orbital_gyromagnetic_followup_segment,no
216,proof_obligations,ID9999,Theorem 2: Tidal Deformation Amplitude,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,301,batch016_started,orbital_gyromagnetic_followup_segment,no
217,proof_obligations,ID9999,Theorem 4: Dipole Constraint Topology,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,338,batch013_started,topology_category_followup_segment,no
218,proof_obligations,ID9999,Universal Criticality,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,359,batch017_started,quantum_matter_followup_segment,no
219,proof_obligations,ID9999,Generalized Helicity Conservation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,172,batch005_started,topology_vector_segment,no
220,proof_obligations,ID9999,Spiral Pitch Angle from Accumulated Curvature,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,205,batch016_started,orbital_gyromagnetic_followup_segment,no
221,proof_obligations,ID9999,Opposite Helicity Conservation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\unified_field_theory_paper.tex,269,batch005_started,topology_vector_segment,no
222,proof_obligations,ID9999,"Theorem (Woltjer, 1958)",Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\mathematical_formulation.tex,236,batch011_started,magnetic_torsion_segment,no
223,proof_obligations,ID9999,Theorem: Curvature Coupling,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\document2.tex,74,batch019_started,geometry_curvature_closeout_segment,no
224,proof_obligations,ID9999,Accumulated Force Functional,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\unified_field_theory_paper.tex,98,batch014_started,dynamics_stability_followup_segment,no
225,proof_obligations,ID9999,Chern Number Quantization,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,611,batch005_started,topology_vector_segment,no
226,proof_obligations,ID9999,Curvature-Induced Spectral Deformation,Theorem,Needs_Semantic_Translation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,489,batch006_started,operator_spectral_segment,no
227,proof_obligations,ID9999,Fine Structure from Topology,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\theory_of_it_all_trawin_topology (2).tex,171,batch013_started,topology_category_followup_segment,no
228,proof_obligations,ID9999,Magnon-Phonon Interaction,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,273,batch011_started,magnetic_torsion_segment,no
229,proof_obligations,ID9999,Spectral Gap Under Positive Curvature,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,922,batch006_started,operator_spectral_segment,no
230,proof_obligations,ID9999,Theorem 3 (Information-Theoretic Lower Bound).,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\pi_slide.tex,529,batch004_started,remaining_candidate_real_algebra,no
231,proof_obligations,ID9999,Universal Toroidal Constraint,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\theory_of_it_all_trawin_topology (2).tex,139,batch013_started,topology_category_followup_segment,no
232,proof_obligations,ID9999,Adjoint Functor Reconstruction,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,312,batch013_started,topology_category_followup_segment,no
233,proof_obligations,ID9999,KK Mode Coupling,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\reverse_harmonics_publication.tex,241,batch012_started,operator_spectral_followup_segment,no
234,proof_obligations,ID9999,Dimensional Access Condition,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\unified_field_theory_paper.tex,180,batch013_started,topology_category_followup_segment,no
235,proof_obligations,ID9999,Discrete Dark Matter Distribution,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,406,batch017_started,quantum_matter_followup_segment,no
236,proof_obligations,ID9999,Elsasser Universality,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,212,batch011_started,magnetic_torsion_segment,no
237,proof_obligations,ID9999,Geometric Flow Dynamics,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\unified_field_theory_paper.tex,141,batch014_started,dynamics_stability_followup_segment,no
238,proof_obligations,ID9999,Universal Critical Exponent,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,306,batch017_started,quantum_matter_followup_segment,no
239,proof_obligations,ID9999,Hamilton’s Equations,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,212,batch012_started,operator_spectral_followup_segment,no
240,proof_obligations,ID9999,Helicity Conservation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,305,batch005_started,topology_vector_segment,no
241,proof_obligations,ID1802,Topological Protection,Theorem,Derived_Theorem_Obligation,ID1802,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,953,batch005_started,topology_vector_segment,no
242,proof_obligations,ID9999,Alfvén Mode Quantization,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,56,batch012_started,operator_spectral_followup_segment,no
243,proof_obligations,ID9999,Accumulation Dynamics,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,109,batch014_started,dynamics_stability_followup_segment,no
244,proof_obligations,ID9999,Emergence Criterion,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,385,batch015_started,emergence_bifurcation_followup_segment,no
245,proof_obligations,ID9999,Global Weak Existence,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,739,batch014_started,dynamics_stability_followup_segment,no
246,proof_obligations,ID0137,Theorem 2: Megastructure Formation,Theorem,Derived_Theorem_Obligation,ID0137,D:\Tex\gyromagnetic_validation.tex,454,batch001_started,first_master_registry_segment,no
247,proof_obligations,ID0239,ID 239: Buckingham $\Pi$â€‘Theorem Application,Theorem,Derived_Theorem_Obligation,ID0239,D:\Tex\Registriy00.tex,2847,batch013_started,topology_category_followup_segment,no
248,proof_obligations,ID0239,ID 239: Buckingham Π‑Theorem Application,Theorem,Derived_Theorem_Obligation,ID0239,D:\Tex\TEX_20260224_182530\minimal_output.tex,2521,batch013_started,topology_category_followup_segment,no
249,proof_obligations,ID9579,Adjoint Functor Correspondence,Theorem,Derived_Theorem_Obligation,ID9579,D:\Tex\All_tex\reverse_harmonics_publication.tex,73,batch013_started,topology_category_followup_segment,no
250,proof_obligations,ID9999,Dissipative Energy Decay,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,700,batch004_started,remaining_candidate_real_algebra,no
251,proof_obligations,ID9999,Dissipative Stability,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,553,batch014_started,dynamics_stability_followup_segment,no
252,proof_obligations,ID9999,First-Order Orbital Shift,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1275,batch016_started,orbital_gyromagnetic_followup_segment,no
253,proof_obligations,ID5758,Flux Tunneling,Theorem,Derived_Theorem_Obligation,ID5758,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,73,batch011_started,magnetic_torsion_segment,no
254,proof_obligations,ID9999,Global Phase Symmetry,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,863,batch013_started,topology_category_followup_segment,no
255,proof_obligations,ID9999,Harmonic-KK Resonance,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,331,batch012_started,operator_spectral_followup_segment,no
256,proof_obligations,ID0522,ID 0522: THE UNIFIED ENTANGLEMENT META-THEOREM,Theorem,Derived_Theorem_Obligation,ID0522,D:\Tex\TEX_20260224_182530\CanonicalRegistryVol01_1_math_verify_run_5.tex,1441,batch001_started,first_master_registry_segment,no
257,proof_obligations,ID9999,Logarithmic Local Uniqueness Theorem,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\pi_slide.tex,274,batch014_started,dynamics_stability_followup_segment,no
258,proof_obligations,ID9999,Numerical Stability Condition,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1131,batch014_started,dynamics_stability_followup_segment,no
259,proof_obligations,ID9999,Theorem 1 (Local Uniqueness Bound).,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\pi_slide.tex,276,batch004_started,remaining_candidate_real_algebra,no
260,proof_obligations,ID0522,[ID 522] THE UNIFIED ENTANGLEMENT META-THEOREM,Theorem,Derived_Theorem_Obligation,ID0522,D:\Tex\CanonicalRegistryVol01.tex,2225,batch001_started,first_master_registry_segment,no
261,proof_obligations,ID9999,Theorem: Infinite-Order Phase Transitions,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\document2.tex,65,batch015_started,emergence_bifurcation_followup_segment,no
262,proof_obligations,ID9999,Dipole Non-Annihilation Theorem,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\topological_unification.tex,337,batch011_started,magnetic_torsion_segment,no
263,proof_obligations,ID3322,Encoding-Decoding Adjunction,Theorem,Derived_Theorem_Obligation,ID3322,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,batch013_started,topology_category_followup_segment,no
264,proof_obligations,ID9999,Linear Dispersion Relation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1012,batch004_started,remaining_candidate_real_algebra,no
265,proof_obligations,ID9999,Linear Stability Condition,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1044,batch014_started,dynamics_stability_followup_segment,no
266,proof_obligations,ID9999,Newtonian Limit Recovery,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1337,batch014_started,dynamics_stability_followup_segment,no
267,proof_obligations,ID9999,Nonlinear Dispersion Shift,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1064,batch014_started,dynamics_stability_followup_segment,no
268,proof_obligations,ID9999,Phase-Locking Bifurcation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,787,batch018_started,resonance_locking_followup_segment,no
269,proof_obligations,ID9999,Pitchfork Bifurcation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1239,batch018_started,resonance_locking_followup_segment,no
270,proof_obligations,ID9999,Quantum Violation,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,196,batch017_started,quantum_matter_followup_segment,no
271,proof_obligations,ID9999,Resonance Capture Condition,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1205,batch018_started,resonance_locking_followup_segment,no
272,proof_obligations,ID9999,Sufficient Condition for Phase Locking,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\document3.tex,223,batch018_started,resonance_locking_followup_segment,no
273,proof_obligations,ID9999,Surface Dominance Theorem,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,126,batch013_started,topology_category_followup_segment,no
274,proof_obligations,ID9999,Theorem: Lemniscate Saddle Points,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\TEX_20260224_182530\document2.tex,50,batch018_started,resonance_locking_followup_segment,no
275,proof_obligations,ID0137,ID 0137: Megastructure Formation Theorem,Theorem,Derived_Theorem_Obligation,ID0137,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,3259,batch001_started,first_master_registry_segment,no
276,proof_obligations,ID9999,Numerical Stability Theorem,Theorem,Derived_Theorem_Obligation,ID9999,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1110,batch014_started,dynamics_stability_followup_segment,no
277,proof_obligations,ID3902,Spectral Gap Theorem,Theorem,Derived_Theorem_Obligation,ID3902,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,920,batch012_started,operator_spectral_followup_segment,no
278,statement_inventory,ID0137,ID0137: Megastructure Formation Theorem,Theorem,,ID0137,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0137,139,batch001_started,first_master_registry_segment,no
279,statement_inventory,ID0234,ID0234: Helicity Topology Invariant,Theorem,,ID0234,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0234,236,batch001_started,first_master_registry_segment,no
280,statement_inventory,ID0399,ID0399: Information Conservation and Holographic Preservation,Theorem,,ID0399,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0399,401,batch001_started,first_master_registry_segment,no
281,statement_inventory,ID0522,ID0522: The Unified Entanglement Meta-Theorem,Theorem,,ID0522,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0522,524,batch001_started,first_master_registry_segment,no
282,statement_inventory,ID10072,ID10072: Hamiltonian and Equations of Motion: (Dq)/(Dt),Theorem,,ID10072,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10072,9559,batch006_started,operator_spectral_segment,no
283,statement_inventory,ID10098,ID10098: Categorical Framework for Reverse Harmonics: X in catField_phys,Theorem,,ID10098,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10098,9585,batch013_started,topology_category_followup_segment,no
284,statement_inventory,ID10099,ID10099: Categorical Framework for Reverse Harmonics: Y in catSpec_obs,Theorem,,ID10099,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10099,9586,batch013_started,topology_category_followup_segment,no
285,statement_inventory,ID10104,ID10104: SM5.1 Proof of Energy Conservation in S³,Theorem,,ID10104,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10104,9591,batch003_started,candidate_real_algebra_segment,no
286,statement_inventory,ID10147,ID10147: Bell Inequality: |φ_helix| < π/2,Theorem,,ID10147,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10147,9634,batch017_started,quantum_matter_followup_segment,no
287,statement_inventory,ID10244,ID10244: Theorem 2: Tidal Deformation Amplitude,Theorem,,ID10244,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10244,9731,batch016_started,orbital_gyromagnetic_followup_segment,no
288,statement_inventory,ID10247,ID10247: Theorem 1: Wavelength Quantization: oint_S^1 K· Dl,Theorem,,ID10247,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10247,9734,batch012_started,operator_spectral_followup_segment,no
289,statement_inventory,ID10250,ID10250: Theorem 5: Quantum Flux Quantization: Φ_oplus ∼ 4× 10^22 Φ_0.,Theorem,,ID10250,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10250,9737,batch005_started,topology_vector_segment,no
290,statement_inventory,ID10253,ID10253: Theorem 3: Beat Frequency Mechanism: T_semi,Theorem,,ID10253,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10253,9740,batch006_started,operator_spectral_segment,no
291,statement_inventory,ID10257,ID10257: Theorem 2: Tidal Deformation Amplitude: ε,Theorem,,ID10257,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10257,9744,batch016_started,orbital_gyromagnetic_followup_segment,no
292,statement_inventory,ID1204,ID1204: Configuration Force Bundle,Theorem,,ID1204,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1204,1204,batch001_started,first_master_registry_segment,no
293,statement_inventory,ID1585,ID1585: EID_0328 Helicity Coupling Source,Theorem,,ID1585,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1585,1583,batch001_started,first_master_registry_segment,no
294,statement_inventory,ID1693,ID1693: Configuration Force Bundle,Theorem,,ID1693,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1693,1691,batch001_started,first_master_registry_segment,no
