"id","title","uuid","loc_class","arxiv_class","RTEID","poloidal_theta_rad","toroidal_phi_rad","rteid_source","PiID","TZPi","PiPE_position"
"ID3525","Toroidal Propagator Relation","c2ab22ed-7539-552e-bff8-15f9a8d41d3e","QC - Physics","physics.gen-ph","RTE:P13688.3578:T3.7046","13688.3578","3.7046","computed","9701651511685","1","3532"
"ID3526","Wavefunction Relation","66160d85-ab41-5e0d-bd85-fbb42ce37800","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13692.2410:T3.7110","13692.2410","3.7110","computed","7016515116851","5","3533"
"ID3527","Curvature Relation","962b41c8-ecce-5577-9b62-bdf2ea5dc6f1","QC - Physics: relativity and gravitation","gr-qc","RTE:P13696.1243:T3.7174","13696.1243","3.7174","computed","0165151168517","1","3534"
"ID3528","Integral Expression for Ψ(x_1,x_2)","9c4576ee-1fde-5f4f-b2dc-b27ec4b1ec5c","QC - Physics","physics.gen-ph","RTE:P13700.0075:T3.7238","13700.0075","3.7238","computed","1651511685171","1","3535"
"ID3529","Propagator Relation","5b16f323-0754-53a7-86bc-f5474d27521f","QC - Physics","physics.gen-ph","RTE:P13703.8907:T3.7302","13703.8907","3.7302","computed","6515116851714","6","3536"
"ID3530","Propagator Relation","9474f699-817f-5edb-941e-e9d1333ddcaf","QC - Physics","physics.gen-ph","RTE:P13707.7739:T3.7366","13707.7739","3.7366","computed","5151168517143","8","3537"
"ID3531","Field Strength Relation","09339906-775c-561a-97fe-71950f7203b9","QC - Physics","physics.gen-ph","RTE:P13711.6572:T3.7430","13711.6572","3.7430","computed","1511685171437","5","3538"
"ID3532","Quantum Quantum State Functional","b952589b-662c-5e49-8001-68864c2145fa","QC - Physics: quantum theory","quant-ph","RTE:P13715.5404:T3.7494","13715.5404","3.7494","computed","5116851714376","1","3539"
"ID3533","Quantum Quantum State Functional","fae1956a-3cd0-5ab9-97ad-280e608413ea","QC - Physics: quantum theory","quant-ph","RTE:P13719.4236:T3.7558","13719.4236","3.7558","computed","1168517143765","7","3540"
"ID3534","Potential Relation","9c472290-f19f-5e25-930d-87234c8cd835","QC - Physics","physics.gen-ph","RTE:P13723.3068:T3.7622","13723.3068","3.7622","computed","1685171437657","1","3541"
"ID3535","Hamiltonian","df323cda-65c2-5f6d-93d4-6225686cbf36","QC - Physics: quantum theory","quant-ph","RTE:P13727.1900:T3.7686","13727.1900","3.7686","computed","6851714376576","4","3542"
"ID3536","Gdelta Quantum Magnetic Field","8be05e96-9d94-5098-9d94-3176f12db70c","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13731.0733:T3.7750","13731.0733","3.7750","computed","8517143765761","3","3543"
"ID3537","Phase Field","07f58e53-c066-5cce-a187-f7d4faf3a851","QC - Physics","physics.gen-ph","RTE:P13734.9565:T3.7814","13734.9565","3.7814","computed","5171437657618","7","3544"
"ID3538","Quantum Phase Angle Scaling Law","6e765e19-5ba4-548a-804d-e27114e78eea","QC - Physics: quantum theory","quant-ph","RTE:P13738.8397:T3.7878","13738.8397","3.7878","computed","1714376576183","6","3545"
"ID3539","Magnetic Flux Functional","83784072-1ced-5a39-a1e5-2f30f31e7fe4","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13742.7229:T3.7942","13742.7229","3.7942","computed","7143765761835","5","3546"
"ID3540","Quantum State Relation","71ad8db9-cd69-5658-9bf1-ed6ea0f4056b","QC - Physics: quantum theory","quant-ph","RTE:P13746.6062:T3.8006","13746.6062","3.8006","computed","1437657618351","7","3547"
"ID3541","Hamiltonian","27a17c1c-3b12-561a-9d01-4a64455efc0c","QC - Physics: quantum theory","quant-ph","RTE:P13750.4894:T3.8070","13750.4894","3.8070","computed","4376576183515","6","3548"
"ID3542","Quantum Quantum State Relation","076cab85-540d-59ac-9093-07dfea280278","QC - Physics: quantum theory","quant-ph","RTE:P13754.3726:T3.8134","13754.3726","3.8134","computed","3765761835155","1","3549"
"ID3543","Density","584b4198-1e07-54a0-a1ce-94bb588310a0","QC - Physics","physics.gen-ph","RTE:P13758.2558:T3.8198","13758.2558","3.8198","computed","7657618351556","8","3550"
"ID3544","Drho Quantum Density Evolution Equation","613e4b57-5964-5b4c-b2c3-d9015d58eec6","QC - Physics: quantum theory","quant-ph","RTE:P13762.1390:T3.8262","13762.1390","3.8262","computed","6576183515565","3","3551"
"ID3545","Definition of Γ_i→ F","d6315556-c37d-56b6-b489-d87f6f1307d6","QC - Physics","physics.gen-ph","RTE:P13766.0223:T3.8326","13766.0223","3.8326","computed","5761835155650","5","3552"
"ID3546","Spectral Gap Scaling Law","1fae6ec1-94c9-5859-b4b4-4623ad8da0b2","QC - Physics","physics.gen-ph","RTE:P13769.9055:T3.8390","13769.9055","3.8390","computed","7618351556508","1","3553"
"ID3547","Quantum Phase Field","36fb3636-0fcc-5192-8f17-557cc8d5109c","QC - Physics: quantum theory","quant-ph","RTE:P13773.7887:T3.8454","13773.7887","3.8454","computed","6183515565088","5","3554"
"ID3548","Differential Equation for Square","8730b5f3-8abf-5139-af68-c0824a9d26db","QC - Physics","physics.gen-ph","RTE:P13777.6719:T3.8518","13777.6719","3.8518","computed","1835155650884","5","3555"
"ID3549","Differential Equation for Square","0261a79f-af59-5d5d-a43c-1f7b037a9f32","QC - Physics","physics.gen-ph","RTE:P13781.5552:T3.8582","13781.5552","3.8582","computed","8351556508849","6","3556"
"ID3550","Differential Equation for ∇_μ","e51c8bc9-eee2-5d30-a20a-bdf0cfa63ea1","QC - Physics","physics.gen-ph","RTE:P13785.4384:T3.8646","13785.4384","3.8646","computed","3515565088490","5","3557"
"ID3551","Differential Equation for Square Ψ","3a9fdddc-652f-539b-9102-91f982436105","QC - Physics","physics.gen-ph","RTE:P13789.3216:T3.8710","13789.3216","3.8710","computed","5155650884909","0","3558"
"ID3552","Chemical Potential Relation","fe5b1c5b-cc2e-5153-bf21-067fd1e974c5","QC - Physics","physics.gen-ph","RTE:P13793.2048:T3.8774","13793.2048","3.8774","computed","1556508849099","8","3559"
"ID3553","Integral Expression for I(ell_φ)","a92e7f46-9e18-54b4-ba33-12de65315813","QC - Physics","physics.gen-ph","RTE:P13797.0880:T3.8838","13797.0880","3.8838","computed","5565088490998","8","3560"
"ID3554","Wavefunction Scaling Law","8e94aac3-0ce0-514c-a9af-93959dab4b3e","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13800.9713:T3.8902","13800.9713","3.8902","computed","5650884909989","4","3561"
"ID3555","Integral Expression for I(ell_φ)","b9ef6049-b0d7-5a71-8cf3-32985553bde8","QC - Physics","physics.gen-ph","RTE:P13804.8545:T3.8966","13804.8545","3.8966","computed","6508849099898","9","3562"
"ID3556","Wavefunction Relation","d4679eb4-d9e5-586f-9c3b-17d7444f964a","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13808.7377:T3.9030","13808.7377","3.9030","computed","5088490998985","0","3563"
"ID3557","Integral Expression for I(ell)","71d0b0c3-a8dc-5b8c-bc9b-2e2379247a39","QC - Physics: relativity and gravitation","gr-qc","RTE:P13812.6209:T3.9094","13812.6209","3.9094","computed","0884909989859","9","3564"
"ID3558","Hamiltonian","23dbfbcf-71fb-5b5d-b93f-e45728da5570","QC - Physics: quantum theory","quant-ph","RTE:P13816.5042:T3.9158","13816.5042","3.9158","computed","8849099898599","9","3565"
"ID3559","Drive Potential Relation","11e1fbdb-9ff8-5f8d-84e8-4e721200ec56","QC - Physics","physics.gen-ph","RTE:P13820.3874:T3.9222","13820.3874","3.9222","computed","8490998985998","8","3566"
"ID3560","Wavefunction Scaling Law","93557357-6fa3-5a46-8d0b-eee048569122","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13824.2706:T3.9286","13824.2706","3.9286","computed","4909989859982","9","3567"
"ID3561","Quantum Chemical Potential Relation","43617bc6-30bf-5c5b-afc0-f82349a6cf84","QC - Physics: quantum theory","quant-ph","RTE:P13828.1538:T3.9350","13828.1538","3.9350","computed","9099898599823","8","3568"
"ID3562","Drive Potential Relation","0581e165-2700-529e-9fe6-0ef24f7f78f0","QC - Physics","physics.gen-ph","RTE:P13832.0370:T3.9414","13832.0370","3.9414","computed","0998985998238","5","3569"
"ID3563","Conductivity Relation","5380a74c-7d7e-5657-8a24-182a7df0ca9a","QC - Physics: quantum theory","quant-ph","RTE:P13835.9203:T3.9478","13835.9203","3.9478","computed","9989859982387","9","3570"
"ID3564","Phase Angle Functional","37059378-9d5c-5278-9c69-74bc0c74a884","QC - Physics","physics.gen-ph","RTE:P13839.8035:T3.9542","13839.8035","3.9542","computed","9898599823873","9","3571"
"ID3565","Phase Angle Evolution Equation","d054fc2e-3a93-5194-9db5-f62a64b0f9c2","QC - Physics","physics.gen-ph","RTE:P13843.6867:T3.9606","13843.6867","3.9606","computed","8985998238734","8","3572"
"ID3566","Differential Equation for Ζ","bc962b00-138d-5cfc-b31b-c21e921eb25c","QC - Physics","physics.gen-ph","RTE:P13847.5699:T3.9670","13847.5699","3.9670","computed","9859982387345","2","3573"
"ID3567","Phase Angle Relation","4af95a50-5a7e-5d3f-8537-c715798581ab","QC - Physics","physics.gen-ph","RTE:P13851.4532:T3.9734","13851.4532","3.9734","computed","8599823873455","3","3574"
"ID3568","Quantum State Expansion","dcb0d489-5105-5c9c-833c-a84a295a4793","QC - Physics: quantum theory","quant-ph","RTE:P13855.3364:T3.9798","13855.3364","3.9798","computed","5998238734552","8","3575"
"ID3569","Dipole Quantum State Relation","c9988092-6de6-5992-a0ef-e7ef43696614","QC - Physics: quantum theory","quant-ph","RTE:P13859.2196:T3.9862","13859.2196","3.9862","computed","9982387345528","7","3576"
"ID3570","Dipole Zeta-Regularized Zeta Function Laplacian Operator","38871a96-8862-5975-a705-8152619c569f","QC - Physics: quantum theory","quant-ph","RTE:P13863.1028:T3.9926","13863.1028","3.9926","computed","9823873455283","3","3577"
"ID3571","Vortex Quantum State Relation","2ae36e81-a11f-535a-a263-28c13969f3fb","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13866.9860:T3.9990","13866.9860","3.9990","computed","8238734552833","4","3578"
"ID3572","Wave Quantum State Expansion","a7bae4dc-a8af-5139-b2b8-26568a637c2e","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P13870.8693:T4.0054","13870.8693","4.0054","computed","2387345528331","5","3579"
"ID3573","Zeta-Regularized Zeta Function Evolution Equation","39a15dbf-03c3-5d13-a889-73107da1c4eb","QC - Physics","physics.gen-ph","RTE:P13874.7525:T4.0118","13874.7525","4.0118","computed","3873455283316","5","3580"
"ID3574","Quantum State Relation","8ed8541f-c664-5e54-b089-d74c3069f859","QC - Physics: quantum theory","quant-ph","RTE:P13878.6357:T4.0182","13878.6357","4.0182","computed","8734552833163","2","3581"
"ID3575","Differential Equation for W","5aa621db-ab17-5c0e-8a80-b5e62f56d86d","QA - Mathematics: geometry and topology","math.DG","RTE:P13882.5189:T4.0246","13882.5189","4.0246","computed","7345528331635","8","3582"
"ID3576","Toroidal Curvature Relation","d8bfa7e0-ad41-595d-9e17-e2afb6158fef","QC - Physics: relativity and gravitation","gr-qc","RTE:P13886.4021:T4.0310","13886.4021","4.0310","computed","3455283316355","3","3583"
"ID3577","Spectral Gap Relation","bcabe3d8-21ff-5f82-a398-d7fc177280cb","QC - Physics","physics.gen-ph","RTE:P13890.2854:T4.0374","13890.2854","4.0374","computed","4552833163550","3","3584"
"ID3578","Rhot Action Functional","480a95f7-aba2-5d0e-9b14-d3e4255a71f1","QC - Physics","physics.gen-ph","RTE:P13894.1686:T4.0438","13894.1686","4.0438","computed","5528331635507","1","3585"
"ID3579","Quantum Curvature Expansion","7cb5b3d7-4f93-54c7-967f-bedb75594c2e","QC - Physics: relativity and gravitation","gr-qc","RTE:P13898.0518:T4.0502","13898.0518","4.0502","computed","5283316355076","6","3586"
"ID3580","Definition of Δ F","8983444b-4626-5b93-bcdc-c757e2bfc475","QC - Physics","physics.gen-ph","RTE:P13901.9350:T4.0566","13901.9350","4.0566","computed","2833163550764","3","3587"
"ID3581","Delta Relation","46678a3f-8a3a-516d-aced-99e0c926a86e","QC - Physics","physics.gen-ph","RTE:P13905.8183:T4.0630","13905.8183","4.0630","computed","8331635507647","5","3588"
"ID3582","Stress–Energy Tensor Relation","8e2afaf2-c753-52cb-aa46-e8e4cd983a54","QC - Physics","physics.gen-ph","RTE:P13909.7015:T4.0694","13909.7015","4.0694","computed","3316355076479","5","3589"
"ID3583","Magnetic Helicity Evolution Evolution Relation","9edb2969-680e-5470-b1ab-4597501d3a70","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13913.5847:T4.0758","13913.5847","4.0758","computed","3163550764791","0","3590"
"ID3584","Magnetic Helicity Relation","3a8e3323-c23e-5faf-88bc-c39c5ac7ceef","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13917.4679:T4.0822","13917.4679","4.0822","computed","1635507647918","7","3591"
"ID3585","Dipole Vector Potential Relation","18db9747-36a6-5a0e-8415-9f5cfe36e9b6","QC - Physics","physics.gen-ph","RTE:P13921.3511:T4.0885","13921.3511","4.0885","computed","6355076479185","6","3592"
"ID3586","Gyromagnetic Vector Potential Functional","c40d83db-8b2f-5be6-8e80-4f01930786e1","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13925.2344:T4.0949","13925.2344","4.0949","computed","3550764791853","4","3593"
"ID3587","Gyromagnetic Current Density","f3960f1b-685f-529d-9cc1-e2db9c867e23","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13929.1176:T4.1013","13929.1176","4.1013","computed","5507647918535","7","3594"
"ID3588","Induced Vector Potential Functional","f8f38abc-64d7-5545-9d4b-8425bd74d0ce","QC - Physics","physics.gen-ph","RTE:P13933.0008:T4.1077","13933.0008","4.1077","computed","5076479185358","9","3595"
"ID3589","Gyromagnetic Lagrangian","d805b095-5daf-56c1-ae9a-476a066dbcbe","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13936.8840:T4.1141","13936.8840","4.1141","computed","0764791853589","1","3596"
"ID3590","Gyromagnetic Mode Frequency Evolution Equation","884a718f-202b-52f6-a27c-b06bc77e1d47","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13940.7673:T4.1205","13940.7673","4.1205","computed","7647918535893","8","3597"
"ID3591","Field Vector Potential Functional","39fe0db4-e9bc-563d-94c2-30c15e28d942","QC - Physics","physics.gen-ph","RTE:P13944.6505:T4.1269","13944.6505","4.1269","computed","6479185358932","5","3598"
"ID3592","Potential Energy Relation","ebda2c85-8fbc-591d-babe-dd03da71c6b1","QC - Physics","physics.gen-ph","RTE:P13948.5337:T4.1333","13948.5337","4.1333","computed","4791853589322","3","3599"
"ID3593","Self Potential Energy Relation","84d58142-e467-586c-8c5c-a6835f56358f","QC - Physics","physics.gen-ph","RTE:P13952.4169:T4.1397","13952.4169","4.1397","computed","7918535893226","5","3600"
"ID3594","Self Potential Energy Relation","069f0ee7-155a-56b1-9000-c4782faf4010","QC - Physics","physics.gen-ph","RTE:P13956.3001:T4.1461","13956.3001","4.1461","computed","9185358932261","8","3601"
"ID3595","Gyromagnetic Potential Energy Relation","13faed30-950e-5eaa-87d2-4ed5bbfc5649","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13960.1834:T4.1525","13960.1834","4.1525","computed","1853589322618","9","3602"
"ID3596","Quantum Lagrangian","9e966542-f519-52bd-bfe7-e176d10899a2","QC - Physics: quantum theory","quant-ph","RTE:P13964.0666:T4.1589","13964.0666","4.1589","computed","8535893226185","3","3603"
"ID3597","Gyro IOmega Relation","7ea7f08c-05cd-54d0-83f3-d188128aeb9b","QC - Physics","physics.gen-ph","RTE:P13967.9498:T4.1653","13967.9498","4.1653","computed","5358932261854","2","3604"
"ID3598","Quantum Gyromagnetic Pi Evolution Equation","c34340a1-9641-5def-a396-9d77bf014ef8","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13971.8330:T4.1717","13971.8330","4.1717","computed","3589322618548","2","3605"
"ID3599","Gyromagnetic Hamiltonian Evolution Equation","df9775bf-40b3-5c18-b954-2f3b2b070ccf","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13975.7163:T4.1781","13975.7163","4.1781","computed","5893226185489","6","3606"
"ID3600","Poisson Field Strength Expansion","e1afb771-a5c2-551d-9eb4-48fd37f5f7a6","QC - Physics","physics.gen-ph","RTE:P13979.5995:T4.1845","13979.5995","4.1845","computed","8932261854896","1","3607"
"ID3601","Quantum State Evolution Equation","142569db-d60c-5703-9af5-99488fab4f70","QC - Physics: quantum theory","quant-ph","RTE:P13983.4827:T4.1909","13983.4827","4.1909","computed","9322618548963","8","3608"
"ID3602","Dipole Magnetic Field","7aa8e144-078d-5a82-9708-a1e3e9ae9955","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13987.3659:T4.1973","13987.3659","4.1973","computed","3226185489632","5","3609"
"ID3603","Propagator Expansion","cefe4a3c-9ca0-526c-a5a5-f5f9e50ce70a","QC - Physics","physics.gen-ph","RTE:P13991.2491:T4.2037","13991.2491","4.2037","computed","2261854896321","4","3610"
"ID3604","Chemical Potential Relation","6564c19b-b4f5-5dd6-8688-399f982e42ea","QC - Physics","physics.gen-ph","RTE:P13995.1324:T4.2101","13995.1324","4.2101","computed","2618548963213","8","3611"
"ID3605","Magnetic Helicity Functional Correction","d4fa90c3-9ff5-5fc7-ae68-03609a277991","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P13999.0156:T4.2165","13999.0156","4.2165","computed","6185489632132","9","3612"
"ID3606","Magnetic Helicity Evolution Evolution Relation","d351db8c-39bc-57dc-8084-3f71694d9f3d","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P14002.8988:T4.2229","14002.8988","4.2229","computed","1854896321329","6","3613"
"ID3607","Definition of L","77038280-8bd4-5e93-8069-50f5ce7189e1","QC - Physics","physics.gen-ph","RTE:P14006.7820:T4.2293","14006.7820","4.2293","computed","8548963213293","3","3614"
"ID3608","Definition of g_μν","86fe5734-3e41-5010-9dc8-f31c713af6e4","QC - Physics","physics.gen-ph","RTE:P14010.6653:T4.2357","14010.6653","4.2357","computed","5489632132933","2","3615"
"ID3609","Gyromagnetic Mode Frequency Relation","c964785d-1efd-5590-a4b4-1a746f37f65b","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P14014.5485:T4.2421","14014.5485","4.2421","computed","4896321329330","1","3616"
"ID3610","Lemniscate Phase Field","83c0a306-05a8-5e2d-9ff9-26b9ba98973b","QC - Physics","physics.gen-ph","RTE:P14018.4317:T4.2485","14018.4317","4.2485","computed","8963213293308","3","3617"
"ID3611","Zero Point Potential Delineates Energy Relation","1c988f7f-24f2-52cd-92ac-4fae2ca67618","QA - Mathematics: geometry and topology","math.DG","RTE:P14022.3149:T4.2549","14022.3149","4.2549","computed","9632132933089","2","3618"
"ID3612","Magnetic Helicity Functional Correction","9db61394-d757-5c76-8505-6165263f9adc","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P14026.1981:T4.2613","14026.1981","4.2613","computed","6321329330898","9","3619"
"ID3613","Modal Frequency Relation","0b005fe2-f2b1-5adb-a069-88e0cab77f3f","QC - Physics","physics.gen-ph","RTE:P14030.0814:T4.2677","14030.0814","4.2677","computed","3213293308985","3","3620"
"ID3614","Dimensional Accessibility Equation","15c9c5a0-3b41-5dd5-9989-a66c6df386fa","QC - Physics","physics.gen-ph","RTE:P14033.9646:T4.2741","14033.9646","4.2741","computed","2132933089857","3","3621"
"ID3615","Magnetic Helicity Functional Correction","a00c9db2-7fa0-59c3-8071-a5a2a3a59067","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P14037.8478:T4.2805","14037.8478","4.2805","computed","1329330898570","0","3622"
"ID3616","Kaluza-Klein Magnetic Flux Expansion","27777b6c-b712-5ea9-936d-70278367eb7e","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P14041.7310:T4.2869","14041.7310","4.2869","computed","3293308985706","8","3623"
"ID3617","Appears as Massive Field","ad32b061-6d59-5139-97bd-c15ab0b1db96","QC - Physics","physics.gen-ph","RTE:P14045.6143:T4.2933","14045.6143","4.2933","computed","2933089857064","9","3624"
"ID3618","Dsdlaecs Action Relation","7fe10b5f-a989-562f-afd0-a22aa4064a70","QC - Physics","physics.gen-ph","RTE:P14049.4975:T4.2997","14049.4975","4.2997","computed","9330898570642","8","3625"
"ID3619","Dsdlaecs Greens Function Relation","330bbe4a-c7d9-540b-a223-9252d4617b57","QC - Physics","physics.gen-ph","RTE:P14053.3807:T4.3061","14053.3807","4.3061","computed","3308985706420","5","3626"
"ID3620","Dsdlaecs Capacitance Relation","704aa92f-8c47-5282-a0f8-f04c7a327069","QC - Physics","physics.gen-ph","RTE:P14057.2639:T4.3125","14057.2639","4.3125","computed","3089857064204","7","3627"
"ID3621","Magnetization Relation","58cd1409-490f-5231-bfa6-246a184e2370","QC - Physics","physics.gen-ph","RTE:P14061.1471:T4.3189","14061.1471","4.3189","computed","0898570642046","0","3628"
"ID3622","Curvature Relation","5171c88e-ded8-5f04-9446-bb94b4519577","QC - Physics: relativity and gravitation","gr-qc","RTE:P14065.0304:T4.3253","14065.0304","4.3253","computed","8985706420467","6","3629"
"ID3623","Dsdlaecs Relation","896b1980-52a2-54e9-a10b-05075a2d62fe","QC - Physics","physics.gen-ph","RTE:P14068.9136:T4.3317","14068.9136","4.3317","computed","9857064204675","4","3630"
"ID3624","Wavefunction Relation","65371e61-c045-5b46-b6e5-b0582b38035d","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P14072.7968:T4.3381","14072.7968","4.3381","computed","8570642046752","2","3631"
"ID3625","Field Strength Evolution Equation","5504d0bb-27f5-5b83-8047-ec898bde98c7","QC - Physics","physics.gen-ph","RTE:P14076.6800:T4.3445","14076.6800","4.3445","computed","5706420467525","0","3632"
"ID3626","Phase Field","ee9f7d34-77b0-5708-880d-9ebf84b3f883","QC - Physics","physics.gen-ph","RTE:P14080.5633:T4.3509","14080.5633","4.3509","computed","7064204675259","4","3633"
"ID3627","Spectral Gap Laplacian Operator","82c7784d-079c-536d-9c53-f27b6b832e89","QC - Physics: quantum theory","quant-ph","RTE:P14084.4465:T4.3573","14084.4465","4.3573","computed","0642046752590","6","3634"
"ID3628","Spectral Gap Laplacian Operator","7ee2f371-879e-52c7-b967-735a822497ad","QC - Physics: quantum theory","quant-ph","RTE:P14088.3297:T4.3637","14088.3297","4.3637","computed","6420467525907","7","3635"
"ID3629","Potential Laplacian Operator","a45d8c64-7bcc-5cba-92ee-2ed5b33166f0","QC - Physics: quantum theory","quant-ph","RTE:P14092.2129:T4.3701","14092.2129","4.3701","computed","4204675259070","5","3636"
"ID3630","Viscosity Relation","eedca129-24e8-5395-8db7-ed652897064c","QC - Physics","physics.gen-ph","RTE:P14096.0961:T4.3765","14096.0961","4.3765","computed","2046752590709","2","3637"
"ID3631","Dhat Field Strength Relation","bea570e7-3e8a-5443-beaa-38a49e5cfdfd","QC - Physics","physics.gen-ph","RTE:P14099.9794:T4.3829","14099.9794","4.3829","computed","0467525907091","5","3638"
"ID3632","Phase Field","0a6afe2b-3850-56e0-887b-92794ac06fcb","QC - Physics","physics.gen-ph","RTE:P14103.8626:T4.3893","14103.8626","4.3893","computed","4675259070915","9","3639"
"ID3633","Dsdlaecs Charge Relation","5545b04a-fcef-5d7e-a0b5-500211500a16","QC - Physics","physics.gen-ph","RTE:P14107.7458:T4.3957","14107.7458","4.3957","computed","6752590709154","0","3640"
"ID3634","Coupling Constant Relation","eacf5584-2227-5c17-856f-fdd75cc269a9","QC - Physics","physics.gen-ph","RTE:P14111.6290:T4.4021","14111.6290","4.4021","computed","7525907091548","7","3641"
"ID3635","Dsdlaecs Relation","22ee00db-4599-5119-8297-42d895658a9a","QC - Physics","physics.gen-ph","RTE:P14115.5123:T4.4085","14115.5123","4.4085","computed","5259070915481","0","3642"
"ID3636","Berry Phase Evolution Equation","294fc667-7d25-5986-8837-b9f4b64cd2b5","QC - Physics","physics.gen-ph","RTE:P14119.3955:T4.4149","14119.3955","4.4149","computed","2590709154814","9","3643"
"ID3637","Berry Phase Evolution Equation","4223b39a-c8f8-5ff1-93ac-e9091ffbe875","QC - Physics","physics.gen-ph","RTE:P14123.2787:T4.4213","14123.2787","4.4213","computed","5907091548141","1","3644"
"ID3638","Drive Whose Depends DAANS Parameters Relation","7d48d7aa-d171-5b19-bffc-cc439de3ef3f","QC - Physics","physics.gen-ph","RTE:P14127.1619:T4.4277","14127.1619","4.4277","computed","9070915481416","5","3645"
"ID3639","Greens Function Relation","94b264e6-bfc3-591b-afda-35c8623856c8","QC - Physics","physics.gen-ph","RTE:P14131.0451:T4.4341","14131.0451","4.4341","computed","0709154814165","4","3646"
"ID3640","Berry Phase Evolution Equation","c9e2e1e5-04c3-5d61-b747-1db3a2d90128","QC - Physics","physics.gen-ph","RTE:P14134.9284:T4.4405","14134.9284","4.4405","computed","7091548141654","8","3647"
"ID3641","Berry Phase Evolution Equation","f14679d3-2ba6-5939-adbb-c67526710af4","QC - Physics","physics.gen-ph","RTE:P14138.8116:T4.4469","14138.8116","4.4469","computed","0915481416549","1","3648"
"ID3642","Greens Function Functional","2345a296-f230-5432-9e34-fc7d48672974","QC - Physics: relativity and gravitation","gr-qc","RTE:P14142.6948:T4.4533","14142.6948","4.4533","computed","9154814165498","4","3649"
"ID3643","Transfer Operator","14f86172-5391-5ac3-aa71-6fd5a72500f5","QC - Physics: relativity and gravitation","gr-qc","RTE:P14146.5780:T4.4597","14146.5780","4.4597","computed","1548141654985","1","3650"
"ID3644","Quantum Stress-Energy Tensor","f96a6a1d-8d55-51d7-a9b6-9ca06dfc538d","QC - Physics: relativity and gravitation","gr-qc","RTE:P14150.4613:T4.4661","14150.4613","4.4661","computed","5481416549859","6","3651"
"ID3645","Grav Charge Expansion","41bbdb82-7b7b-5e8f-a034-edfdf1b6ed1b","QC - Physics: relativity and gravitation","gr-qc","RTE:P14154.3445:T4.4725","14154.3445","4.4725","computed","4814165498594","5","3652"
"ID3646","Grav Quantum Charge Functional","a88eda25-84a5-5fec-bf67-f4856246aef1","QC - Physics: relativity and gravitation","gr-qc","RTE:P14158.2277:T4.4788","14158.2277","4.4788","computed","8141654985946","4","3653"
"ID3647","Photon Quantum State Functional","1bdae694-3624-5c88-8683-a5207e40d015","QC - Physics: relativity and gravitation","gr-qc","RTE:P14162.1109:T4.4852","14162.1109","4.4852","computed","1416549859461","9","3654"
"ID3648","Photon Quantum Stress-Energy Tensor","98927dee-f122-5769-be22-27c56447aa58","QC - Physics: relativity and gravitation","gr-qc","RTE:P14165.9941:T4.4916","14165.9941","4.4916","computed","4165498594616","8","3655"
"ID3649","Grav Quantum Connection Relation","6a9e06d0-9a05-5a5d-bbf1-8d76cf1375f6","QC - Physics: relativity and gravitation","gr-qc","RTE:P14169.8774:T4.4980","14169.8774","4.4980","computed","1654985946163","5","3656"
"ID3650","Acoustic Kaluza-Klein Hamiltonian","ebdc4511-a445-5bc3-8bc2-7c65362b162d","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P14173.7606:T4.5044","14173.7606","4.5044","computed","6549859461637","9","3657"
"ID3651","Grav Hamiltonian","5d5542da-1478-5add-8d30-0ac144bce266","QC - Physics: relativity and gravitation","gr-qc","RTE:P14177.6438:T4.5108","14177.6438","4.5108","computed","5498594616371","4","3658"
