dep_rung,dep_id,dependent_rung,dependent_id,reason
104,ID0120,8702,ID9339,explicit_id_reference
106,ID0122,8509,ID9149,explicit_id_reference
106,ID0122,8510,ID9150,explicit_id_reference
107,ID0123,8511,ID9151,explicit_id_reference
109,ID0125,8699,ID9335,explicit_id_reference
110,ID0126,8512,ID9154,explicit_id_reference
110,ID0126,8513,ID9155,explicit_id_reference
110,ID0126,8560,ID9152,explicit_id_reference
110,ID0126,8561,ID9153,explicit_id_reference
111,ID0127,8699,ID9335,explicit_id_reference
112,ID0128,8514,ID9156,explicit_id_reference
115,ID0131,2275,ID2354,ladder_rests_on
116,ID0132,4765,ID5255,explicit_id_reference;ladder_rests_on
117,ID0133,8703,ID9340,explicit_id_reference
118,ID0134,8359,ID9002,explicit_id_reference
118,ID0134,8700,ID9336,explicit_id_reference
120,ID0136,8700,ID9336,explicit_id_reference
121,ID0137,9521,ID9157,explicit_id_reference
122,ID0138,8701,ID9338,explicit_id_reference
122,ID0138,9550,ID9337,explicit_id_reference
123,ID0139,8704,ID9341,explicit_id_reference
124,ID0140,8701,ID9338,explicit_id_reference
124,ID0140,9550,ID9337,explicit_id_reference
126,ID0142,8702,ID9339,explicit_id_reference
127,ID0144,8702,ID9339,explicit_id_reference
130,ID0147,8703,ID9340,explicit_id_reference
131,ID0149,8703,ID9340,explicit_id_reference
132,ID0150,134,ID0153,explicit_id_reference;ladder_rests_on
132,ID0150,8515,ID9158,explicit_id_reference
132,ID0150,8516,ID9159,explicit_id_reference
132,ID0150,8517,ID9160,explicit_id_reference
132,ID0150,8523,ID9166,explicit_id_reference
132,ID0150,8524,ID9167,explicit_id_reference
132,ID0150,8527,ID9170,explicit_id_reference
132,ID0150,8528,ID9171,explicit_id_reference
132,ID0150,8529,ID9172,explicit_id_reference
132,ID0150,8530,ID9173,explicit_id_reference
132,ID0150,8550,ID9194,explicit_id_reference
132,ID0150,8551,ID9195,explicit_id_reference
132,ID0150,8713,ID9347,explicit_id_reference
133,ID0152,8525,ID9168,explicit_id_reference
133,ID0152,8526,ID9169,explicit_id_reference
134,ID0153,8528,ID9171,explicit_id_reference
134,ID0153,8529,ID9172,explicit_id_reference
134,ID0153,8705,ID9342,explicit_id_reference
135,ID0154,8530,ID9173,explicit_id_reference
135,ID0154,8533,ID9177,explicit_id_reference
135,ID0154,8705,ID9342,explicit_id_reference
135,ID0154,8709,ID9343,explicit_id_reference
135,ID0154,9272,ID9176,explicit_id_reference
136,ID0155,1825,ID1886,explicit_id_reference;ladder_rests_on
136,ID0155,8531,ID9174,explicit_id_reference
136,ID0155,8532,ID9175,explicit_id_reference
136,ID0155,8709,ID9343,explicit_id_reference
136,ID0155,9272,ID9176,explicit_id_reference
137,ID0156,8533,ID9177,explicit_id_reference
137,ID0156,8550,ID9194,explicit_id_reference
137,ID0156,8551,ID9195,explicit_id_reference
137,ID0156,8705,ID9342,explicit_id_reference
138,ID0157,8534,ID9178,explicit_id_reference
138,ID0157,8709,ID9343,explicit_id_reference
142,ID0161,8535,ID9179,explicit_id_reference
142,ID0161,8536,ID9180,explicit_id_reference
142,ID0161,8537,ID9181,explicit_id_reference
142,ID0161,8540,ID9184,explicit_id_reference
142,ID0161,8710,ID9344,explicit_id_reference
142,ID0161,8714,ID9348,explicit_id_reference
142,ID0161,8715,ID9349,explicit_id_reference
143,ID0162,8535,ID9179,explicit_id_reference
143,ID0162,8536,ID9180,explicit_id_reference
143,ID0162,8710,ID9344,explicit_id_reference
143,ID0162,8711,ID9345,explicit_id_reference
144,ID0163,8537,ID9181,explicit_id_reference
144,ID0163,8538,ID9182,explicit_id_reference
144,ID0163,8539,ID9183,explicit_id_reference
144,ID0163,8540,ID9184,explicit_id_reference
144,ID0163,8714,ID9348,explicit_id_reference
145,ID0164,8541,ID9185,explicit_id_reference
145,ID0164,8542,ID9186,explicit_id_reference
145,ID0164,8545,ID9189,explicit_id_reference
145,ID0164,8546,ID9190,explicit_id_reference
145,ID0164,8547,ID9191,explicit_id_reference
145,ID0164,8710,ID9344,explicit_id_reference
145,ID0164,8711,ID9345,explicit_id_reference
145,ID0164,8712,ID9346,explicit_id_reference
146,ID0165,8543,ID9187,explicit_id_reference
146,ID0165,8544,ID9188,explicit_id_reference
146,ID0165,8545,ID9189,explicit_id_reference
146,ID0165,8546,ID9190,explicit_id_reference
146,ID0165,8547,ID9191,explicit_id_reference
146,ID0165,8712,ID9346,explicit_id_reference
147,ID0166,8372,ID9012,explicit_id_reference
147,ID0166,8373,ID9013,explicit_id_reference
147,ID0166,8711,ID9345,explicit_id_reference
147,ID0166,8713,ID9347,explicit_id_reference
148,ID0167,312,ID0335,gold_spine_sequence:einstein
148,ID0167,8547,ID9191,explicit_id_reference
148,ID0167,8548,ID9192,explicit_id_reference
148,ID0167,8549,ID9193,explicit_id_reference
148,ID0167,8550,ID9194,explicit_id_reference
148,ID0167,8551,ID9195,explicit_id_reference
148,ID0167,8552,ID9196,explicit_id_reference
148,ID0167,8712,ID9346,explicit_id_reference
149,ID0168,8553,ID9197,explicit_id_reference
149,ID0168,8562,ID9198,explicit_id_reference
149,ID0168,8713,ID9347,explicit_id_reference
151,ID0170,8552,ID9196,explicit_id_reference
154,ID0173,8552,ID9196,explicit_id_reference
154,ID0173,8714,ID9348,explicit_id_reference
154,ID0173,8715,ID9349,explicit_id_reference
155,ID0174,8714,ID9348,explicit_id_reference
155,ID0174,8715,ID9349,explicit_id_reference
156,ID0175,8715,ID9349,explicit_id_reference
157,ID0176,8553,ID9197,explicit_id_reference
157,ID0176,8562,ID9198,explicit_id_reference
158,ID0177,8564,ID9200,explicit_id_reference
158,ID0177,8566,ID9202,explicit_id_reference
159,ID0178,8563,ID9199,explicit_id_reference
159,ID0178,8564,ID9200,explicit_id_reference
160,ID0179,8566,ID9202,explicit_id_reference
160,ID0179,8716,ID9350,explicit_id_reference
163,ID0182,8716,ID9350,explicit_id_reference
164,ID0183,1815,ID1875,explicit_id_reference;ladder_rests_on
164,ID0183,8565,ID9201,explicit_id_reference
164,ID0183,8566,ID9202,explicit_id_reference
164,ID0183,8716,ID9350,explicit_id_reference
165,ID0184,8716,ID9350,explicit_id_reference
168,ID0187,10353,ID10867,explicit_id_reference
168,ID0187,10354,ID10868,explicit_id_reference
168,ID0187,10355,ID10869,explicit_id_reference
168,ID0187,10356,ID10870,explicit_id_reference
168,ID0187,10357,ID10871,explicit_id_reference
172,ID0192,1848,ID1912,ladder_rests_on
180,ID0200,922,ID0960,ladder_rests_on
180,ID0200,1818,ID1878,explicit_id_reference
180,ID0200,8592,ID9228,explicit_id_reference
180,ID0200,8593,ID9229,explicit_id_reference
180,ID0200,8602,ID9238,explicit_id_reference
180,ID0200,8632,ID9268,explicit_id_reference
180,ID0200,8633,ID9269,explicit_id_reference
180,ID0200,8637,ID9273,explicit_id_reference
180,ID0200,8638,ID9274,explicit_id_reference
180,ID0200,8639,ID9275,explicit_id_reference
180,ID0200,8835,ID9469,explicit_id_reference
180,ID0200,8836,ID9470,explicit_id_reference
180,ID0200,8837,ID9471,explicit_id_reference
180,ID0200,8838,ID9472,explicit_id_reference
180,ID0200,8839,ID9473,explicit_id_reference
180,ID0200,8840,ID9474,explicit_id_reference
180,ID0200,8842,ID9476,explicit_id_reference
180,ID0200,8843,ID9477,explicit_id_reference
180,ID0200,8844,ID9478,explicit_id_reference
180,ID0200,8845,ID9479,explicit_id_reference
180,ID0200,8847,ID9481,explicit_id_reference
180,ID0200,8848,ID9482,explicit_id_reference
180,ID0200,8849,ID9483,explicit_id_reference
181,ID0201,1819,ID1879,explicit_id_reference
181,ID0201,10238,ID0115,ladder_rests_on
187,ID0207,1830,ID1893,explicit_id_reference;ladder_rests_on
188,ID0208,189,ID0209,explicit_id_reference;ladder_rests_on
188,ID0208,8835,ID9469,explicit_id_reference
190,ID0210,8835,ID9469,explicit_id_reference
190,ID0210,8836,ID9470,explicit_id_reference
192,ID0212,1832,ID1895,explicit_id_reference;ladder_rests_on
192,ID0212,8567,ID9203,explicit_id_reference
192,ID0212,8836,ID9470,explicit_id_reference
196,ID0216,1801,ID1857,explicit_id_reference;ladder_rests_on
197,ID0217,8837,ID9471,explicit_id_reference
198,ID0218,8838,ID9472,explicit_id_reference
199,ID0219,8568,ID9204,explicit_id_reference
199,ID0219,8837,ID9471,explicit_id_reference
199,ID0219,8838,ID9472,explicit_id_reference
200,ID0220,8838,ID9472,explicit_id_reference
208,ID0228,8839,ID9473,explicit_id_reference
209,ID0229,1188,ID1231,explicit_id_reference;ladder_rests_on
209,ID0229,1824,ID1885,explicit_id_reference;ladder_rests_on
209,ID0229,8840,ID9474,explicit_id_reference
210,ID0230,234,ID0256,ladder_rests_on
210,ID0230,1758,ID1811,explicit_id_reference;ladder_rests_on
210,ID0230,8839,ID9473,explicit_id_reference
210,ID0230,8854,ID1871,explicit_id_reference;ladder_rests_on
210,ID0230,9528,ID1805,explicit_id_reference;ladder_rests_on
211,ID0231,1816,ID1876,explicit_id_reference;ladder_rests_on
211,ID0231,8840,ID9474,explicit_id_reference
212,ID0232,8842,ID9476,explicit_id_reference
213,ID0233,8842,ID9476,explicit_id_reference
215,ID0235,222,ID0242,explicit_id_reference;ladder_rests_on
225,ID0246,8843,ID9477,explicit_id_reference
227,ID0248,8843,ID9477,explicit_id_reference
234,ID0256,5955,ID6583,ladder_rests_on
236,ID0258,8844,ID9478,explicit_id_reference
237,ID0259,8844,ID9478,explicit_id_reference
238,ID0260,8844,ID9478,explicit_id_reference
242,ID0265,8364,ID9007,explicit_id_reference;ladder_rests_on
249,ID0272,8845,ID9479,explicit_id_reference
250,ID0273,8845,ID9479,explicit_id_reference
251,ID0274,8845,ID9479,explicit_id_reference
252,ID0275,8847,ID9481,explicit_id_reference
253,ID0276,8847,ID9481,explicit_id_reference
254,ID0277,8847,ID9481,explicit_id_reference
254,ID0277,8848,ID9482,explicit_id_reference
256,ID0279,1536,ID1583,ladder_rests_on
256,ID0279,1852,ID1916,ladder_rests_on
256,ID0279,8848,ID9482,explicit_id_reference
259,ID0282,8849,ID9483,explicit_id_reference
261,ID0284,8849,ID9483,explicit_id_reference
262,ID0285,263,ID0245,ladder_rests_on
263,ID0245,1781,ID1837,ladder_rests_on
266,ID0288,1816,ID1876,explicit_id_reference;ladder_rests_on
266,ID0288,1831,ID1894,explicit_id_reference;ladder_rests_on
266,ID0288,1832,ID1895,explicit_id_reference;ladder_rests_on
278,ID0300,1819,ID1879,explicit_id_reference
278,ID0300,8765,ID9399,explicit_id_reference
278,ID0300,8766,ID9400,explicit_id_reference
278,ID0300,8767,ID9401,explicit_id_reference
278,ID0300,8769,ID9403,explicit_id_reference
278,ID0300,8770,ID9404,explicit_id_reference
278,ID0300,8771,ID9405,explicit_id_reference
278,ID0300,8772,ID9406,explicit_id_reference
278,ID0300,8773,ID9407,explicit_id_reference
278,ID0300,8776,ID9410,explicit_id_reference
278,ID0300,8778,ID9412,explicit_id_reference
278,ID0300,8779,ID9413,explicit_id_reference
278,ID0300,8780,ID9414,explicit_id_reference
278,ID0300,8781,ID9415,explicit_id_reference
278,ID0300,8782,ID9416,explicit_id_reference
278,ID0300,8783,ID9417,explicit_id_reference
278,ID0300,8784,ID9418,explicit_id_reference
278,ID0300,8785,ID9419,explicit_id_reference
278,ID0300,8786,ID9420,explicit_id_reference
279,ID0301,1820,ID1880,explicit_id_reference
279,ID0301,8569,ID9205,explicit_id_reference
279,ID0301,8570,ID9206,explicit_id_reference
279,ID0301,8571,ID9207,explicit_id_reference
279,ID0301,8572,ID9208,explicit_id_reference
279,ID0301,8573,ID9209,explicit_id_reference
279,ID0301,8574,ID9210,explicit_id_reference
279,ID0301,8765,ID9399,explicit_id_reference
280,ID0302,8765,ID9399,explicit_id_reference
281,ID0303,8575,ID9211,explicit_id_reference
281,ID0303,8576,ID9212,explicit_id_reference
281,ID0303,8577,ID9213,explicit_id_reference
281,ID0303,8578,ID9214,explicit_id_reference
281,ID0303,8765,ID9399,explicit_id_reference
282,ID0304,8579,ID9215,explicit_id_reference
282,ID0304,8580,ID9216,explicit_id_reference
282,ID0304,8581,ID9217,explicit_id_reference
282,ID0304,8582,ID9218,explicit_id_reference
283,ID0305,8587,ID9223,explicit_id_reference
283,ID0305,8588,ID9224,explicit_id_reference
284,ID0306,8589,ID9225,explicit_id_reference
289,ID0311,8766,ID9400,explicit_id_reference
289,ID0311,8767,ID9401,explicit_id_reference
290,ID0312,8766,ID9400,explicit_id_reference
291,ID0313,8766,ID9400,explicit_id_reference
291,ID0313,8767,ID9401,explicit_id_reference
292,ID0314,8590,ID9226,explicit_id_reference
292,ID0314,8591,ID9227,explicit_id_reference
292,ID0314,8592,ID9228,explicit_id_reference
295,ID0317,1793,ID1849,explicit_id_reference;ladder_rests_on
295,ID0317,5385,ID5987,explicit_id_reference;ladder_rests_on
295,ID0317,8594,ID9230,explicit_id_reference
295,ID0317,8595,ID9231,explicit_id_reference
295,ID0317,8596,ID9232,explicit_id_reference
296,ID0318,8598,ID9234,explicit_id_reference
296,ID0318,8599,ID9235,explicit_id_reference
296,ID0318,8600,ID9236,explicit_id_reference
296,ID0318,8606,ID9242,explicit_id_reference
296,ID0318,8607,ID9243,explicit_id_reference
296,ID0318,8609,ID9245,explicit_id_reference
296,ID0318,8610,ID9246,explicit_id_reference
297,ID0319,8603,ID9239,explicit_id_reference
297,ID0319,8604,ID9240,explicit_id_reference
297,ID0319,8605,ID9241,explicit_id_reference
298,ID0320,8608,ID9244,explicit_id_reference
299,ID0321,8610,ID9246,explicit_id_reference
299,ID0321,8611,ID9247,explicit_id_reference
300,ID0322,5386,ID5988,explicit_id_reference;ladder_rests_on
300,ID0322,8612,ID9248,explicit_id_reference
300,ID0322,8613,ID9249,explicit_id_reference
300,ID0322,8614,ID9250,explicit_id_reference
300,ID0322,8615,ID9251,explicit_id_reference
301,ID0323,8616,ID9252,explicit_id_reference
301,ID0323,8617,ID9253,explicit_id_reference
301,ID0323,8618,ID9254,explicit_id_reference
301,ID0323,8625,ID9261,explicit_id_reference
301,ID0323,8626,ID9262,explicit_id_reference
302,ID0324,8769,ID9403,explicit_id_reference
303,ID0325,8622,ID9258,explicit_id_reference
303,ID0325,8623,ID9259,explicit_id_reference
304,ID0326,8624,ID9260,explicit_id_reference
304,ID0326,8625,ID9261,explicit_id_reference
304,ID0326,8626,ID9262,explicit_id_reference
304,ID0326,8769,ID9403,explicit_id_reference
305,ID0327,8627,ID9263,explicit_id_reference
305,ID0327,8628,ID9264,explicit_id_reference
305,ID0327,8629,ID9265,explicit_id_reference
306,ID0328,8631,ID9267,explicit_id_reference
306,ID0328,8632,ID9268,explicit_id_reference
306,ID0328,8633,ID9269,explicit_id_reference
306,ID0328,8770,ID9404,explicit_id_reference
307,ID0329,8634,ID9270,explicit_id_reference
307,ID0329,8635,ID9271,explicit_id_reference
307,ID0329,8636,ID9272,explicit_id_reference
307,ID0329,8637,ID9273,explicit_id_reference
307,ID0329,8638,ID9274,explicit_id_reference
308,ID0331,8640,ID9276,explicit_id_reference
308,ID0331,8641,ID9277,explicit_id_reference
309,ID0332,8644,ID9280,explicit_id_reference
309,ID0332,8771,ID9405,explicit_id_reference
310,ID0333,3207,ID3672,ladder_rests_on
311,ID0334,8645,ID9281,explicit_id_reference
311,ID0334,8646,ID9282,explicit_id_reference
311,ID0334,8771,ID9405,explicit_id_reference
311,ID0334,8772,ID9406,explicit_id_reference
312,ID0335,374,ID0400,gold_spine_sequence:einstein
312,ID0335,8647,ID9283,explicit_id_reference
312,ID0335,8648,ID9284,explicit_id_reference
312,ID0335,8649,ID9285,explicit_id_reference
313,ID0336,8650,ID9286,explicit_id_reference
313,ID0336,8772,ID9406,explicit_id_reference
315,ID0338,8773,ID9407,explicit_id_reference
316,ID0339,8651,ID9287,explicit_id_reference
316,ID0339,8652,ID9288,explicit_id_reference
316,ID0339,8653,ID9289,explicit_id_reference
316,ID0339,8654,ID9290,explicit_id_reference
317,ID0340,8773,ID9407,explicit_id_reference
319,ID0342,8655,ID9291,explicit_id_reference
327,ID0350,911,ID0948,explicit_id_reference;ladder_rests_on
327,ID0350,1013,ID1052,explicit_id_reference;ladder_rests_on
329,ID0352,8361,ID9004,explicit_id_reference
329,ID0352,8362,ID9005,explicit_id_reference
330,ID0353,369,ID0395,ladder_rests_on
335,ID0358,439,ID0472,ladder_rests_on
339,ID0364,8776,ID9410,explicit_id_reference
339,ID0364,8778,ID9412,explicit_id_reference
341,ID0366,8778,ID9412,explicit_id_reference
342,ID0367,8779,ID9413,explicit_id_reference
344,ID0369,8779,ID9413,explicit_id_reference
346,ID0371,8792,ID9426,explicit_id_reference
347,ID0372,8780,ID9414,explicit_id_reference
348,ID0373,8781,ID9415,explicit_id_reference
349,ID0374,8780,ID9414,explicit_id_reference
350,ID0375,8369,ID9009,explicit_id_reference
350,ID0375,8371,ID9011,explicit_id_reference
350,ID0375,8781,ID9415,explicit_id_reference
350,ID0375,8782,ID9416,explicit_id_reference
352,ID0377,8782,ID9416,explicit_id_reference
353,ID0378,8783,ID9417,explicit_id_reference
354,ID0379,8783,ID9417,explicit_id_reference
355,ID0380,8783,ID9417,explicit_id_reference
360,ID0385,8784,ID9418,explicit_id_reference
361,ID0386,8785,ID9419,explicit_id_reference
362,ID0387,8784,ID9418,explicit_id_reference
363,ID0388,8785,ID9419,explicit_id_reference
363,ID0388,10353,ID10867,explicit_id_reference
363,ID0388,10354,ID10868,explicit_id_reference
363,ID0388,10355,ID10869,explicit_id_reference
363,ID0388,10356,ID10870,explicit_id_reference
363,ID0388,10357,ID10871,explicit_id_reference
366,ID0391,8362,ID9005,explicit_id_reference
366,ID0391,8786,ID9420,explicit_id_reference
368,ID0393,8656,ID9292,explicit_id_reference
368,ID0393,8786,ID9420,explicit_id_reference
369,ID0395,438,ID0470,ladder_rests_on
369,ID0395,8658,ID9294,explicit_id_reference
370,ID0396,4677,ID5167,explicit_id_reference;ladder_rests_on
370,ID0396,8659,ID9295,explicit_id_reference
371,ID0397,4679,ID5169,explicit_id_reference;ladder_rests_on
371,ID0397,4680,ID5170,explicit_id_reference;ladder_rests_on
371,ID0397,4681,ID5171,explicit_id_reference;ladder_rests_on
372,ID0398,8366,ID9010,explicit_id_reference
372,ID0398,8373,ID9013,explicit_id_reference
374,ID0400,920,ID0958,gold_spine_sequence:einstein
374,ID0400,1347,ID1392,explicit_id_reference;ladder_rests_on
374,ID0400,1820,ID1880,explicit_id_reference
374,ID0400,8795,ID9429,explicit_id_reference
374,ID0400,8796,ID9430,explicit_id_reference
374,ID0400,8797,ID9431,explicit_id_reference
374,ID0400,8799,ID9433,explicit_id_reference
374,ID0400,8802,ID9436,explicit_id_reference
374,ID0400,8803,ID9437,explicit_id_reference
374,ID0400,8804,ID9438,explicit_id_reference
374,ID0400,8805,ID9439,explicit_id_reference
374,ID0400,8807,ID9441,explicit_id_reference
374,ID0400,8808,ID9442,explicit_id_reference
374,ID0400,8809,ID9443,explicit_id_reference
374,ID0400,8812,ID9446,explicit_id_reference
374,ID0400,8813,ID9447,explicit_id_reference
374,ID0400,8814,ID9448,explicit_id_reference
374,ID0400,8815,ID9449,explicit_id_reference
374,ID0400,10353,ID10867,explicit_id_reference
374,ID0400,10354,ID10868,explicit_id_reference
374,ID0400,10355,ID10869,explicit_id_reference
374,ID0400,10356,ID10870,explicit_id_reference
374,ID0400,10357,ID10871,explicit_id_reference
375,ID0401,378,ID0404,explicit_id_reference
375,ID0401,380,ID0406,explicit_id_reference
375,ID0401,1348,ID1393,explicit_id_reference;ladder_rests_on
375,ID0401,1525,ID1572,explicit_id_reference;ladder_rests_on
375,ID0401,1821,ID1881,explicit_id_reference
375,ID0401,4682,ID5172,explicit_id_reference;ladder_rests_on
375,ID0401,4773,ID5263,explicit_id_reference;ladder_rests_on
375,ID0401,4774,ID5264,explicit_id_reference;ladder_rests_on
375,ID0401,4775,ID5265,explicit_id_reference;ladder_rests_on
376,ID0402,384,ID0411,explicit_id_reference
376,ID0402,8332,ID8976,explicit_id_reference;ladder_rests_on
376,ID0402,8333,ID8977,explicit_id_reference
377,ID0403,378,ID0404,explicit_id_reference
377,ID0403,391,ID0419,explicit_id_reference
377,ID0403,4774,ID5264,explicit_id_reference;ladder_rests_on
377,ID0403,4775,ID5265,explicit_id_reference;ladder_rests_on
377,ID0403,8332,ID8976,explicit_id_reference
377,ID0403,8556,ID0421,explicit_id_reference
378,ID0404,379,ID0405,explicit_id_reference
378,ID0404,390,ID0418,explicit_id_reference
378,ID0404,396,ID0425,explicit_id_reference;ladder_rests_on
378,ID0404,1350,ID1395,explicit_id_reference;ladder_rests_on
378,ID0404,2043,ID2113,explicit_id_reference;ladder_rests_on
378,ID0404,8332,ID8976,explicit_id_reference
378,ID0404,8336,ID8980,explicit_id_reference
378,ID0404,8556,ID0421,explicit_id_reference
379,ID0405,380,ID0406,explicit_id_reference
379,ID0405,391,ID0419,explicit_id_reference
379,ID0405,1348,ID1393,explicit_id_reference;ladder_rests_on
380,ID0406,1348,ID1393,explicit_id_reference;ladder_rests_on
380,ID0406,8336,ID8980,explicit_id_reference;ladder_rests_on
380,ID0406,8794,ID9428,explicit_id_reference
380,ID0406,8795,ID9429,explicit_id_reference
381,ID0407,383,ID0410,explicit_id_reference
381,ID0407,384,ID0411,explicit_id_reference
381,ID0407,386,ID0414,explicit_id_reference
381,ID0407,389,ID0417,explicit_id_reference
381,ID0407,394,ID0423,explicit_id_reference
381,ID0407,8795,ID9429,explicit_id_reference
381,ID0407,8796,ID9430,explicit_id_reference
381,ID0407,8797,ID9431,explicit_id_reference
382,ID0408,8795,ID9429,explicit_id_reference
382,ID0408,8799,ID9433,explicit_id_reference
383,ID0410,389,ID0417,explicit_id_reference
383,ID0410,8799,ID9433,explicit_id_reference
384,ID0411,3563,ID4040,explicit_id_reference;ladder_rests_on
384,ID0411,3607,ID4087,explicit_id_reference;ladder_rests_on
384,ID0411,3621,ID4102,explicit_id_reference;ladder_rests_on
384,ID0411,4720,ID5210,explicit_id_reference;ladder_rests_on
384,ID0411,8333,ID8977,explicit_id_reference
384,ID0411,9530,ID0412,explicit_id_reference
385,ID0413,3609,ID4089,explicit_id_reference;ladder_rests_on
387,ID0415,3610,ID4090,explicit_id_reference;ladder_rests_on
387,ID0415,3622,ID4103,explicit_id_reference;ladder_rests_on
387,ID0415,4721,ID5211,explicit_id_reference;ladder_rests_on
388,ID0416,4722,ID5212,explicit_id_reference;ladder_rests_on
389,ID0417,3612,ID4092,explicit_id_reference;ladder_rests_on
389,ID0417,3623,ID4104,explicit_id_reference;ladder_rests_on
390,ID0418,1350,ID1395,explicit_id_reference;ladder_rests_on
391,ID0419,3614,ID4094,explicit_id_reference;ladder_rests_on
391,ID0419,3624,ID4105,explicit_id_reference;ladder_rests_on
392,ID0420,8334,ID8978,explicit_id_reference
393,ID0422,395,ID0424,explicit_id_reference
393,ID0422,396,ID0425,explicit_id_reference
393,ID0422,8335,ID8979,explicit_id_reference
394,ID0423,1351,ID1396,explicit_id_reference;ladder_rests_on
395,ID0424,8867,ID1884,explicit_id_reference;ladder_rests_on
396,ID0425,2043,ID2113,explicit_id_reference;ladder_rests_on
396,ID0425,8336,ID8980,explicit_id_reference
397,ID0426,8337,ID8981,explicit_id_reference
398,ID0427,1353,ID1398,explicit_id_reference;ladder_rests_on
400,ID0430,1355,ID1400,explicit_id_reference;ladder_rests_on
401,ID0431,2004,ID2073,explicit_id_reference;ladder_rests_on
403,ID0433,8340,ID8983,explicit_id_reference
405,ID0435,4727,ID5217,explicit_id_reference;ladder_rests_on
407,ID0437,1821,ID1881,explicit_id_reference;ladder_rests_on
409,ID0439,4728,ID5218,explicit_id_reference
409,ID0439,4730,ID5220,explicit_id_reference
412,ID0442,3627,ID4108,explicit_id_reference;ladder_rests_on
412,ID0442,4730,ID5220,explicit_id_reference
413,ID0443,8341,ID8984,explicit_id_reference
414,ID0444,2005,ID2074,explicit_id_reference;ladder_rests_on
414,ID0444,8802,ID9436,explicit_id_reference
416,ID0446,2006,ID2075,explicit_id_reference;ladder_rests_on
416,ID0446,8802,ID9436,explicit_id_reference
416,ID0446,8803,ID9437,explicit_id_reference
417,ID0447,8804,ID9438,explicit_id_reference
418,ID0448,8342,ID8985,explicit_id_reference
418,ID0448,8803,ID9437,explicit_id_reference
418,ID0448,8804,ID9438,explicit_id_reference
419,ID0449,1816,ID1876,explicit_id_reference;ladder_rests_on
419,ID0449,3115,ID3584,ladder_rests_on
419,ID0449,8804,ID9438,explicit_id_reference
422,ID0452,1642,ID1691,explicit_id_reference;ladder_rests_on
423,ID0453,8343,ID8986,explicit_id_reference
424,ID0454,8344,ID8987,explicit_id_reference
425,ID0455,8805,ID9439,explicit_id_reference
426,ID0456,449,ID0484,ladder_rests_on
426,ID0456,2008,ID2077,explicit_id_reference;ladder_rests_on
427,ID0457,8345,ID8988,explicit_id_reference
427,ID0457,8805,ID9439,explicit_id_reference
429,ID0459,1646,ID1695,explicit_id_reference;ladder_rests_on
430,ID0460,8807,ID9441,explicit_id_reference
432,ID0462,8807,ID9441,explicit_id_reference
432,ID0462,8808,ID9442,explicit_id_reference
433,ID0464,8808,ID9442,explicit_id_reference
434,ID0465,8809,ID9443,explicit_id_reference
436,ID0467,2009,ID2078,explicit_id_reference;ladder_rests_on
438,ID0470,2207,ID2283,explicit_id_reference;ladder_rests_on
439,ID0472,2138,ID2210,explicit_id_reference;ladder_rests_on
439,ID0472,8812,ID9446,explicit_id_reference
439,ID0472,9060,ID9692,ladder_rests_on
441,ID0474,2010,ID2079,explicit_id_reference;ladder_rests_on
441,ID0474,8812,ID9446,explicit_id_reference
442,ID0475,8813,ID9447,explicit_id_reference
443,ID0476,8813,ID9447,explicit_id_reference
444,ID0477,8813,ID9447,explicit_id_reference
445,ID0478,461,ID0496,explicit_id_reference
449,ID0484,8500,ID9142,ladder_rests_on
450,ID0485,8348,ID8991,explicit_id_reference
451,ID0486,8349,ID8992,explicit_id_reference
452,ID0487,8814,ID9448,explicit_id_reference
454,ID0489,8814,ID9448,explicit_id_reference
454,ID0489,8867,ID1884,explicit_id_reference;ladder_rests_on
455,ID0490,8815,ID9449,explicit_id_reference
456,ID0491,3564,ID4041,explicit_id_reference;ladder_rests_on
456,ID0491,3616,ID4096,explicit_id_reference;ladder_rests_on
456,ID0491,3628,ID4109,explicit_id_reference;ladder_rests_on
456,ID0491,4729,ID5219,explicit_id_reference;ladder_rests_on
457,ID0492,1816,ID1876,explicit_id_reference;ladder_rests_on
457,ID0492,1830,ID1893,explicit_id_reference;ladder_rests_on
457,ID0492,1831,ID1894,explicit_id_reference;ladder_rests_on
457,ID0492,1832,ID1895,explicit_id_reference;ladder_rests_on
457,ID0492,1858,ID1923,ladder_rests_on
457,ID0492,2196,ID2271,ladder_rests_on
457,ID0492,8815,ID9449,explicit_id_reference
458,ID0493,2276,ID2355,explicit_id_reference;ladder_rests_on
458,ID0493,3565,ID4042,explicit_id_reference;ladder_rests_on
458,ID0493,3618,ID4098,explicit_id_reference;ladder_rests_on
458,ID0493,3629,ID4110,explicit_id_reference;ladder_rests_on
459,ID0494,2277,ID2356,explicit_id_reference;ladder_rests_on
462,ID0497,2140,ID2212,explicit_id_reference;ladder_rests_on
463,ID0498,1830,ID1893,explicit_id_reference;ladder_rests_on
465,ID0500,1525,ID1572,explicit_id_reference;ladder_rests_on
465,ID0500,1821,ID1881,explicit_id_reference
465,ID0500,8350,ID8993,explicit_id_reference
465,ID0500,8442,ID9086,ladder_rests_on
465,ID0500,8819,ID9453,explicit_id_reference
465,ID0500,8820,ID9454,explicit_id_reference
465,ID0500,8821,ID9455,explicit_id_reference
465,ID0500,8823,ID9457,explicit_id_reference
