rank,isabelle_name,claim_type,kind,score,title,source,line,candidate_digest,semantic_anchor_id,semantic_anchor_title,semantic_score,semantic_digest,obligation_role,semantic_tags,required_checks,dependency_degree,has_parsed_equation,obligation_digest
134,cand_134_principle_id_244_pi_phi_coupling_principle,principle_claim,Principle,85,ID 244: pi--phi Coupling Principle,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2894,db4bef86cde726761c561da2bc502d599c0da824,ID0244,Pi–Phi Coupling Principle,1000,42609723842b4161642e024bfbd800d77fa4a047,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;field_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,c85323575d56b66ac0edb9b756ed330c3053f7d7
135,cand_135_principle_id_244_pi_phi_coupling_principle,principle_claim,Principle,85,ID 244: pi--phi Coupling Principle,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2872,dbbe794453c3a3502e0489df468bb1e829567040,ID0244,Pi–Phi Coupling Principle,1000,42609723842b4161642e024bfbd800d77fa4a047,Derived_Theorem_Obligation,tzp_foundation;helical_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,3c7f92e6caa605f3aada32974441393ae59ea52c
136,cand_136_invariant_id_011_causal_loop_invariant,invariant_claim,Invariant,84,"ID\,011: Causal Loop Invariant",D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,465,23cdab690434268807f88d603d806761c8fe8552,ID0011,Causal Loop Invariant,1200,b709134daf59ed950528fca1d39a74f10762fc26,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;holographic_duality;topological_invariant,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,1d0f40a6995bb600f088ae931d65d0d134da84de
137,cand_137_theorem_theorem_electron_conservation_with_tzp_coupling,theorem_claim,Theorem,84,Theorem: Electron Conservation with TZP Coupling,D:\Zenodo\complete_tzpqvs_synthesis.pdf,497,7b97f10324c207f789906647381a64e3bc17652e,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,48,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,d85c7cfd0894d58caa2f9d325e15c201ccf708ad
138,cand_138_definition_tzp_yang_mills_action,definition_claim,Definition,83,TZP Yang--Mills Action,D:\Tex\trawin_zero_point_quantum_field_theory.tex,364,e61a5884b044a9c3a3e7c940624bc5e7794dbc41,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,30,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,811cb12ba4aba14e32ea397d4bf976f96cabae5a
139,cand_139_definition_trawin_delta_distribution,definition_claim,Definition,83,Trawin Delta Distribution,D:\Tex\trawin_zero_point_quantum_field_theory.tex,142,708982bcf714057f929310c06c19131f802c508f,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,a262314729be849105cfac128a006623b2107c85
140,cand_140_definition_trawinistic_d_alembertian,definition_claim,Definition,83,Trawinistic d'Alembertian,D:\Tex\trawin_zero_point_quantum_field_theory.tex,66,900305008a92ecf424d23cf802a29b59853d6de4,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,42d2fb39bff9a9d8fb9d3b011b2d710884326e03
141,cand_141_invariant_topological_invariants_connections,invariant_claim,Invariant,83,Topological Invariants \& Connections,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,309,93b1df2a490bc4904036eab11fb7a0dcf3f5794f,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,5b42120958d50439b4e5d9233e1cd5603bdd6660
142,cand_142_theorem_theorem_1_celestial_gyromagnetic_motion,theorem_claim,Theorem,83,THEOREM 1: Celestial Gyromagnetic Motion,D:\Tex\gyromagnetic_validation.tex,447,b1b509dc87a073c271104941454d9ac0e2e0b222,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,54,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b0514b9cb758d195c6d2e178008c3f47c1f2cde4
143,cand_143_definition_information_synchronization_kernel,definition_claim,Definition,82,Information Synchronization Kernel,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,72,a0644c901787289568aac2dd8467ee04dca5ca61,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,41,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,40aff220f6aff617fc16e81e126ddbc52b5e4f7d
144,cand_144_invariant_id_234_helicity_topology_invariant,invariant_claim,Invariant,82,ID 234: Helicity Topology Invariant,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2794,5769e3116cc456fa0234492abe5ba883e1f42a92,ID0234,Helicity Topology Invariant,1000,2ab54e203d0dd17f06ee27bbd54df312cc7ec4fa,Derived_Theorem_Obligation,tzp_foundation;field_geometry;topological_invariant;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,130be02a8ed0edf296cba9d62b9b7c7b39579e02
145,cand_145_law_id_026_conservation_law_information_flux_thro,law_claim,Law,82,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,604,33a6e0e8fa5bcf54f80dd354de448edafd928545,ID0026,Conservation Law: Information Flux Through TZP,1200,e7d423689e7eca8b55ec29a4fb3b71b87c76979c,Derived_Theorem_Obligation,tzp_foundation;quantum_limit;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,no,7ac4b80fa9d57fcc33a9c3c35978db3aaaf98e00
146,cand_146_theorem_theorem_5_quantum_flux_quantization,theorem_claim,Theorem,82,Theorem 5: Quantum Flux Quantization,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,348,d919e2ae75a56fcb239ce87928be2e328b82a3e5,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,39,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,3a0f372069d9be836c9f6919899375723616ea9a
147,cand_147_definition_trawinistic_differential_operators,definition_claim,Definition,81,Trawinistic differential operators,D:\Tex\TRAWIN.tex,265,77de7987478a43875dd8610a15b176bd5bdbbe88,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,29,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,cab90a489de0537e06a333f5ea16a5c05980b24b
148,cand_148_hypothesis_id_085_gyromagnetic_genesis_hypothesis,hypothesis_claim,Hypothesis,81,"ID\,085: Gyromagnetic Genesis Hypothesis",D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1136,b9ded8289219ef9227b6d3d9dc204207d76a0714,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,41,b9c22f15903583d7952590cbcd3b5dcd876cd393,Hypothesis_Only,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,dependency_coverage;falsifiability_note;non_axiom_guard;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,0cec29199e8c1cb83de3d17ea1e15054d16dca98
149,cand_149_theorem_theorem_3_beat_frequency_mechanism,theorem_claim,Theorem,81,Theorem 3: Beat Frequency Mechanism,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,322,8ce6fa53596ca4837346b0d58f55c59e0c827389,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,37,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,3e6372d6abadb5a87a640ae03df9e960b29aba7a
150,cand_150_law_id_025_conservation_law_tzp_topological_charg,law_claim,Law,80,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\opera_omnia_vol_0.tex,604,8a8335b1a65680c7a64ed4716b4d5238074453d4,ID0025,Conservation Law: TZP Topological Charge,1200,4d856fe586a52756ec913b62b58eb281baf27642,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,fad350d2ae8753bea7097f752063041302afa3dc
151,cand_151_law_id_025_conservation_law_tzp_topological_charg,law_claim,Law,80,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\Registriy00.tex,598,fb42b4afade6c908bac8073e189f293302b92ec5,ID0025,Conservation Law: TZP Topological Charge,1200,4d856fe586a52756ec913b62b58eb281baf27642,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,0048cdfe9d2604adeb62d10370306542163c8b8d
152,cand_152_postulate_postulate_i_pi_varphi_coupling_princ,postulate_claim,Postulate,79,Postulate I (\(\pi\)--\(\varphi\) Coupling Principle),D:\Tex\00_Engine_extractions\axiom.tex,34,fad18ac07be0dad923391e3096f70faad14c0140,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Axiom,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,6b118736cdb46dff87d5040c9d33767e2657bb2d
153,cand_153_principle_id_114_pi_phi_coupling_principle,principle_claim,Principle,79,ID 114: $\pi$--$\phi$ Coupling Principle,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1480,701809657d331e0353d44451bd8fab42ad7d3a1c,ID0114,Π–φ Coupling Principle,1000,a14e35a821be6433bf6f812cd2f67a5857a38af3,Derived_Theorem_Obligation,helical_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,27751d72e0bd7f3df24a838120ee1362b0e771c8
154,cand_154_axiom_derived_hypotheses_from_the_axiomatic_structure,axiom_claim,Axiom,78,Derived Hypotheses from the Axiomatic Structure,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,6,aece797387ec91b19cd0370e5a2f40c502c43580,ID9806,Acknowledgments,17,740755b3b4a4cdddd0bd68baa6edf38348639e59,Core_Axiom,tzp_foundation;trawin_operator;helical_geometry;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,64ed939ef89b7b472c3b0471c5f6d2ec900f75d5
155,cand_155_definition_trawin_manifold,definition_claim,Definition,78,Trawin Manifold,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,8,47faa88c317bb2e298fb5db0f40d3cbadb6eb06e,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,29,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,230282b615dd13059d00757eff30247eea3738ad
156,cand_156_theorem_theorem_the_tzp_torus_consciousness_system_is_m,theorem_claim,Theorem,78,Theorem: The TZP-Torus-Consciousness system is mathematically consistent and enables vacuum energy extraction.,D:\Tex\Delta function in the bell curve (3).txt,757,229f3ba19984873b3515065e6e7afc04a23da3d4,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,64,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,298c73a6ba99a7a771e0fcdd556883aa976b0cc2
157,cand_157_definition_tzp_green_s_function,definition_claim,Definition,77,TZP Green's Function,D:\Tex\trawin_zero_point_quantum_field_theory.tex,125,f77bdcdca8b5e774c421ecb063b856490c598dd3,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,29,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8e42ed0687f19fa8120ad9ae8ae03aeb843c1f0c
158,cand_158_definition_tzp_non_linearity_ratio,definition_claim,Definition,77,TZP Non-Linearity Ratio,D:\Tex\gyromagnetic_validation.tex,625,f2ef71f78e5906d780efb415c05b0578f5c21f45,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,22,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,db1371c91204416f2bcca8d84d50a3779d567cc5
159,cand_159_definition_tzp_renormalized_mass,definition_claim,Definition,77,TZP Renormalized Mass,D:\Tex\trawin_zero_point_quantum_field_theory.tex,335,99a82692dcfbef4121296cebf8f90113e11cdd56,ID6489,\{Einstein–Rosen Bridge and Trawin Zero-Point Tunnel:}\,23,9e03bfa744779dfa491e708b02ab5bc867186a32,Core_Definition,tzp_foundation;trawin_operator;holographic_duality;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,416b191b338c3cc93de84e3932a5f8db1d815252
160,cand_160_definition_tzp_self_energy,definition_claim,Definition,77,TZP Self-Energy,D:\Tex\trawin_zero_point_quantum_field_theory.tex,296,89b7bf9a2b496390b4471fb704d93cb7c76c8cb6,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,32,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,46946a615e27b8b8f38bbf0fd5c43e8f273328e2
161,cand_161_definition_tzp_modified_dispersion,definition_claim,Definition,77,TZP-Modified Dispersion,D:\Tex\trawin_zero_point_quantum_field_theory.tex,226,79cd7da668cf1b5aefc04f18aaa7954911958299,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,28,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,283195a84463a66d8522b0b7e49cab0ad7b2d07c
162,cand_162_definition_definition,definition_claim,Definition,76,Definition,D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Canonical_Master.tex,211,113f2f034c68199400532f2345e95b319dfa9113,ID5789,Master Energy Hamiltonian,20,b54a0ced97411103e03ab918d53485ab8a15b82e,Core_Definition,tzp_foundation;trawin_operator;hamiltonian_dynamics,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,ab637962af04684dd6a658953f3da5e995ac20bc
163,cand_163_definition_gyromagnetic_vimana_manifold,definition_claim,Definition,76,Gyromagnetic Vimana Manifold,D:\Tex\gyromagnetic_validation.tex,191,5b615e31aa0bd26a99e2ecd92144fb9c0f17c25a,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,33,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,a8aba5976f32b6161f79348dbc8b4cca53207778
164,cand_164_principle_id_033_principle_of_least_action_tzp_variant,principle_claim,Principle,76,"ID\,033: Principle of Least Action (TZP Variant)",D:\Tex\opera_omnia_vol_0.tex,676,4c1f8bb7a6454bc9e273e6e8082532f7f6a139d2,ID0033,Principle of Least Action (TZP Variant),1200,66d105ba07fa214c842f325d60d9f7a30b83befa,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;holographic_duality;field_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,c5c122f6c08f89128fef408c6fceb38fe2661b9b
165,cand_165_principle_id_033_principle_of_least_action_tzp_variant,principle_claim,Principle,76,"ID\,033: Principle of Least Action (TZP Variant)",D:\Tex\opera_omnia_vol_00.tex,731,b44d875327ec2ee42f86fb40e097ad28d5b632f9,ID0033,Principle of Least Action (TZP Variant),1200,66d105ba07fa214c842f325d60d9f7a30b83befa,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;holographic_duality;field_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,b99f1f453eab2d7ed6f8c4e084a20f5dfb92a569
166,cand_166_principle_id_033_principle_of_least_action_tzp_variant,principle_claim,Principle,76,"ID\,033: Principle of Least Action (TZP Variant)",D:\Tex\Registriy00.tex,670,97ff0e0469a2b7b66ca644df19ac07dc0d9501f2,ID0033,Principle of Least Action (TZP Variant),1200,66d105ba07fa214c842f325d60d9f7a30b83befa,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;holographic_duality;field_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,fdeeb0940cfd399d5b2454cfcc93505dc997c385
167,cand_167_theorem_the_borsuk_ulam_theorem,theorem_claim,Theorem,76,The Borsuk--Ulam Theorem,D:\Tex\TEX_20260224_182530\paper.tex,124,668486c21609e71033091e76cee8c2009fa61023,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,40,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,1b04656d461cb7650897eaf90103dbb48533e888
168,cand_168_principle_principle_2_topological_constraint,principle_claim,Principle,75,Principle 2 (Topological Constraint).,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,101,78ccdcfb472f06a2c6301e9e188686eecdd78309,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,31,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,df292aea19343e47917839909d7928f204255180
169,cand_169_axiom_axiom_iv_toroidal_fibrational_dna_geometry,axiom_claim,Axiom,74,Axiom IV: Toroidal--Fibrational DNA Geometry,D:\Tex\00_Engine_extractions\axiom.tex,140,3bac42f0ce71dc6078f80e2bf988c66b87e49f95,ID0053,Quantum Harmonic Oscillator (TZP-Modified),1200,075af90ebca787a21f5de577c24cca24f2996d15,Core_Axiom,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;quantum_limit,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,no,5af518d51297871c3a798d03cf6501a08eece272
170,cand_170_axiom_axiom_viii_metamaterial_encoding_state,axiom_claim,Axiom,74,Axiom VIII: Metamaterial Encoding State,D:\Tex\00_Engine_extractions\axiom.tex,231,49f87a0779491d882b340878f80a6969ce651b77,ID0568,Global Normalization MathcalN,1200,cefec2040fc105a5cfc220ffc03c295347ecbb39,Core_Axiom,tzp_foundation;trawin_operator;quantum_limit;macro_reduction;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,no,17c94dbf787059f8c0acc503e866181e336572c0
171,cand_171_axiom_id_113_helical_spacetime_embedding_axiom,axiom_claim,Axiom,74,ID 113: Helical Spacetime Embedding Axiom,D:\Tex\Registriy00.tex,1469,118ac41fb3f5d8536e6cd864394be13012447abe,ID0113,Helical Spacetime Embedding Axiom,1200,ad8b7404716fcc2037da73c8e22f18a2bcfc3ea3,Core_Axiom,helical_geometry;field_geometry,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,f6c89df02ca5c5a02279ff59c69b954c67cdf39c
172,cand_172_axiom_id_113_helical_spacetime_embedding_axiom,axiom_claim,Axiom,74,ID 113: Helical Spacetime Embedding Axiom,D:\Tex\TEX_20260224_182530\minimal_output.tex,1143,90b142ca76eddb16c26e4eca250f7e9d3b61e11e,ID0113,Helical Spacetime Embedding Axiom,1200,ad8b7404716fcc2037da73c8e22f18a2bcfc3ea3,Core_Axiom,helical_geometry;field_geometry,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,ab22f7a631d0afe970579fced25c98692f0d029c
173,cand_173_definition_trawinistic_manifold_with_localized_degeneracy,definition_claim,Definition,74,Trawinistic manifold with localized degeneracy,D:\Tex\TRAWIN.tex,256,fcfab2f66769f953e37ad146ec4f8b047077c7e9,ID0002,Trawinistic Manifold,1200,af4165852cb2a0192f7731a27e300b6b2c2a1754,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;field_geometry;quantum_limit,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,no,deffc691c6fb9eac274f87fea57b63d237b3c4bc
174,cand_174_law_id_025_conservation_law_tzp_topological_charg,law_claim,Law,74,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\TEX_20260224_182530\minimal_output.tex,272,4aceb27b527fd10bc16f88416063947c4f0f0575,ID0025,Conservation Law: TZP Topological Charge,1200,4d856fe586a52756ec913b62b58eb281baf27642,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,53de20e9558b187561e68bc43cf4a8861b139628
175,cand_175_law_law,law_claim,Law,74,Law,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6762,81b4a946fc25d915a2622d2d5485640a636b3874,ID0083,TZP Constraints at Quantum Scale,1000,d86669bb90f84f3c35cc5da85fec0cabafb533cd,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;holographic_duality;quantum_limit;macro_reduction,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,6abdf2942deaced0bc246a444fdf8feb47d79a05
176,cand_176_principle_principle_3_quantum_flux_quantization,principle_claim,Principle,74,Principle 3 (Quantum Flux Quantization).,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,111,84ac679cfeff25396203dc67f6abb2a67fa7b949,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,37,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,84e8b86ca77e6e2bb53f4805c05bce5a4fe535ed
